txn_date,txn_count,total_value,fraud_count,fraud_value,fraud_rate_pct,rolling_7d_fraud_rate_pct
2025-03-08,972,263527.79,4,563.2600000000001,0.4115,0.7064
2025-03-09,1040,289276.09,8,1081.3400000000001,0.7692,0.7012
2025-03-10,895,251693.6,6,1198.42,0.6704,0.7344
2025-03-11,993,315060.71,5,2613.1899999999996,0.5035,0.7193
2025-03-12,1028,310770.9,3,871.26,0.2918,0.6412
2025-03-13,1049,294364.82,6,2238.1400000000003,0.572,0.5454
2025-03-14,993,301067.15,6,3199.28,0.6042,0.5452
2025-03-15,955,253906.45,3,262.43,0.3141,0.5321
2025-03-16,944,262997.66,5,561.1999999999999,0.5297,0.4958
2025-03-17,1016,278295.99,8,3945.33,0.7874,0.5159
2025-03-18,965,302996.07,5,695.65,0.5181,0.518
2025-03-19,993,288143.83,7,451.02000000000004,0.7049,0.5785
2025-03-20,942,259279.87,7,1456.43,0.7431,0.6022
2025-03-21,983,285800.49,5,340.76000000000005,0.5086,0.5884
2025-03-22,996,293930.68,5,1218.22,0.502,0.6141
2025-03-23,956,240979.16,9,2874.66,0.9414,0.6714
2025-03-24,1065,339099.99,4,1171.73,0.3756,0.6087
2025-03-25,983,253711.03,8,6572.67,0.8138,0.6505
2025-03-26,1013,373920.35,9,1659.4,0.8885,0.6774
2025-03-27,1000,291944.9,2,827.57,0.2,0.6003
2025-03-28,1009,325143.81,9,1291.3600000000001,0.892,0.6551
2025-03-29,1008,303930.47000000003,5,3981.63,0.496,0.654
2025-03-30,1013,348202.18,7,1318.9599999999998,0.691,0.6205
2025-03-31,989,303641.69,8,3222.7,0.8089,0.6842
2025-04-01,961,284167.59,5,675.21,0.5203,0.6435
2025-04-02,1030,311709.39,4,925.67,0.3883,0.5706
2025-04-03,950,298423.47000000003,10,5088.000000000001,1.0526,0.6897
2025-04-04,980,244433.44,2,537.45,0.2041,0.5915
2025-04-05,1001,297476.87,11,5897.81,1.0989,0.6788
2025-04-06,920,229734.88,2,947.01,0.2174,0.6148
2025-04-07,995,337320.61,4,500.09000000000003,0.402,0.5558
2025-04-08,962,323546.21,8,1046.19,0.8316,0.5996
2025-04-09,992,328480.59,4,981.5699999999999,0.4032,0.6029
2025-04-10,971,306455.8,8,7858.7300000000005,0.8239,0.5718
2025-04-11,1002,325920.52,3,179.87,0.2994,0.5845
2025-04-12,929,292257.06,3,783.75,0.3229,0.4726
2025-04-13,970,283061.6,5,6829.129999999999,0.5155,0.5131
2025-04-14,1013,326385.11,9,5263.010000000001,0.8885,0.5849
2025-04-15,978,270870.77,4,2488.3,0.409,0.5252
2025-04-16,971,299414.41,2,54.36,0.206,0.4975
2025-04-17,970,315090.71,6,3970.6600000000003,0.6186,0.4683
2025-04-18,954,354707.42,3,3940.9100000000003,0.3145,0.4716
2025-04-19,979,266674.78,5,2194.87,0.5107,0.4974
2025-04-20,1037,344208.35,5,3039.51,0.4822,0.4926
2025-04-21,993,323470.85,8,7429.3,0.8056,0.4795
2025-04-22,984,328664.4,7,2009.12,0.7114,0.5226
2025-04-23,989,304243.37,4,9326.95,0.4044,0.5502
2025-04-24,987,327048.04,4,1827.32,0.4053,0.52
2025-04-25,1003,322118.42,5,1498.75,0.4985,0.545
2025-04-26,973,318070.7,10,10824.880000000001,1.0277,0.6173
2025-04-27,993,335404.6,5,765.88,0.5035,0.6212
2025-04-28,981,308189.86,5,392.57,0.5097,0.5789
2025-04-29,1007,325849.98,9,2178.79,0.8937,0.6058
2025-04-30,1026,289385.68,2,232.85000000000002,0.1949,0.5739
2025-05-01,991,284388.94,5,2262.71,0.5045,0.5879
2025-05-02,995,319359.71,4,746.55,0.402,0.5742
2025-05-03,979,359710.02,4,4168.08,0.4086,0.4877
2025-05-04,943,307136.37,5,387.91,0.5302,0.4912
2025-05-05,946,304399.95,8,3894.42,0.8457,0.5372
2025-05-06,1079,370276.81,9,4977.130000000001,0.8341,0.5317
2025-05-07,1013,390283.46,4,2455.71,0.3949,0.5615
2025-05-08,1024,348978.74,3,10738.050000000001,0.293,0.5302
2025-05-09,975,287352.22,8,3685.99,0.8205,0.5892
2025-05-10,988,337610.35,8,5059.03,0.8097,0.6458
2025-05-11,1030,365298.14,9,4796.07,0.8738,0.6945
2025-05-12,956,338188.68,10,2265.6699999999996,1.046,0.7219
2025-05-13,972,292742.22,8,5199.760000000001,0.823,0.7186
2025-05-14,1028,369787.48,6,4298.46,0.5837,0.7457
2025-05-15,1036,360055.57,8,5024.4400000000005,0.7722,0.816
2025-05-16,1012,407114.21,9,5573.14,0.8893,0.826
2025-05-17,1017,359612.32,6,663.61,0.59,0.7942
2025-05-18,1031,375695.65,7,1234.6,0.679,0.7657
2025-05-19,975,333130.34,6,9035.92,0.6154,0.7071
2025-05-20,961,380082.34,6,2183.7400000000002,0.6243,0.6799
2025-05-21,966,332063.5,12,4484.250000000001,1.2422,0.7716
2025-05-22,943,351460.95,2,29.67,0.2121,0.6951
2025-05-23,1004,307285.38,11,5238.75,1.0956,0.725
2025-05-24,985,308144.82,7,1321.8599999999997,0.7107,0.7429
2025-05-25,954,379673.17,8,1216.38,0.8386,0.7661
2025-05-26,966,326641.6,10,14561.54,1.0352,0.8261
2025-05-27,987,365829.7,7,8227.68,0.7092,0.8376
2025-05-28,997,345020.6,2,1105.1499999999999,0.2006,0.6875
2025-05-29,1015,325908.04,6,1591.46,0.5911,0.7383
2025-05-30,975,352974.1,6,3371.48,0.6154,0.6687
2025-05-31,963,318705.79,7,3247.66,0.7269,0.6708
2025-06-01,968,435097.03,4,876.8299999999999,0.4132,0.6113
2025-06-02,940,378825.56,5,509.56,0.5319,0.5405
2025-06-03,1025,333857.95,4,7215.94,0.3902,0.494
2025-06-04,967,359779.04,9,4540.35,0.9307,0.5983
2025-06-05,993,381937.18,14,8077.74,1.4099,0.7173
2025-06-06,1003,365256.36,6,648.1500000000001,0.5982,0.7144
2025-06-07,1038,381484.78,5,316.59,0.4817,0.6778
2025-06-08,974,335750.79,9,8773.35,0.924,0.7493
2025-06-09,1006,342297.98,7,4909.73,0.6958,0.7708
2025-06-10,990,360980.43,9,9512.15,0.9091,0.8464
2025-06-11,1033,386996.12,10,2198.98,0.9681,0.8526
2025-06-12,977,366700.88,5,2054.83,0.5118,0.7264
2025-06-13,951,364072.11,8,6688.82,0.8412,0.7605
2025-06-14,995,379951.68,9,3811.2,0.9045,0.823
2025-06-15,959,368810.94,8,3875.04,0.8342,0.8103
2025-06-16,1018,403456.91,6,698.25,0.5894,0.7945
2025-06-17,923,323729.11,6,1343.52,0.6501,0.7585
2025-06-18,979,394398.75,5,1415.6699999999998,0.5107,0.691
2025-06-19,935,348161.57,6,962.5500000000001,0.6417,0.7101
2025-06-20,984,391100.88,6,4949.41,0.6098,0.6772
2025-06-21,926,388569.39999999997,5,8177.18,0.54,0.6246
2025-06-22,970,342337.28,2,169.21,0.2062,0.5345
2025-06-23,1058,421478.71,5,4641.82,0.4726,0.5166
2025-06-24,953,394591.46,6,2126.45,0.6296,0.5143
2025-06-25,963,352631.82,5,626.71,0.5192,0.5155
2025-06-26,943,313455.21,15,14036.969999999998,1.5907,0.6473
2025-06-27,973,426399.51,7,7401.2,0.7194,0.6631
2025-06-28,982,362350.61,7,11634.449999999999,0.7128,0.6869
2025-06-29,1002,368353.16,4,1454.34,0.3992,0.7128
2025-06-30,956,370849.64,6,7192.79,0.6276,0.7383
2025-07-01,998,449585.16,3,1661.79,0.3006,0.6895
2025-07-02,1014,394126.11,8,3015.26,0.789,0.728
2025-07-03,975,425338.61,4,2651.79,0.4103,0.5652
2025-07-04,925,362656.98,8,2746.7400000000002,0.8649,0.5838
2025-07-05,1038,348261.9,6,3016.5,0.578,0.5646
2025-07-06,1028,400294.77,8,6409.75,0.7782,0.6201
2025-07-07,988,344429.76,3,1189.48,0.3036,0.5742
2025-07-08,1002,401149.0,9,2567.1,0.8982,0.66
2025-07-09,956,435722.59,3,37.68,0.3138,0.5932
2025-07-10,929,423607.05,2,59.93,0.2153,0.568
2025-07-11,981,419165.52,8,8003.78,0.8155,0.5634
2025-07-12,1018,402473.08,4,14478.55,0.3929,0.5361
2025-07-13,1020,404866.19,5,2302.11,0.4902,0.4932
2025-07-14,978,430601.02,6,1912.75,0.6135,0.5375
2025-07-15,972,369216.07,5,1813.5399999999997,0.5144,0.4815
2025-07-16,982,464380.56,4,1265.1699999999998,0.4073,0.4942
2025-07-17,1023,421079.37,7,5621.39,0.6843,0.5592
2025-07-18,986,403097.41,7,1680.9600000000003,0.7099,0.5445
2025-07-19,985,444214.8,5,859.64,0.5076,0.5615
2025-07-20,1006,409151.69,6,2672.13,0.5964,0.577
2025-07-21,1006,411273.41,4,1275.3400000000001,0.3976,0.546
2025-07-22,982,370956.84,6,6890.58,0.611,0.5595
2025-07-23,947,383529.99,4,3773.13,0.4224,0.5624
2025-07-24,992,435622.6,6,3203.85,0.6048,0.5504
2025-07-25,942,465548.29,3,474.71999999999997,0.3185,0.4956
2025-07-26,958,340498.67,5,5015.06,0.5219,0.4976
2025-07-27,1059,410931.33,8,3516.19,0.7554,0.5228
2025-07-28,1002,361693.34,5,1758.4099999999999,0.499,0.5376
2025-07-29,1007,444850.68,8,9109.07,0.7944,0.5646
2025-07-30,977,439849.83,4,972.45,0.4094,0.5622
2025-07-31,945,403180.96,5,4913.25,0.5291,0.5515
2025-08-01,1038,486603.89,9,2674.56,0.8671,0.6298
2025-08-02,1001,374637.3,7,4385.62,0.6993,0.6544
2025-08-03,958,477471.02,5,2823.96,0.5219,0.6207
2025-08-04,938,389431.94,6,1775.25,0.6397,0.641
2025-08-05,1025,460601.76,1,3.17,0.0976,0.5376
2025-08-06,957,477927.6,5,8131.24,0.5225,0.5538
2025-08-07,942,379862.56,7,8223.769999999999,0.7431,0.5832
2025-08-08,968,431618.5,6,556.57,0.6198,0.545
2025-08-09,979,448345.13,6,728.82,0.6129,0.532
2025-08-10,977,470035.96,3,5394.6,0.3071,0.501
2025-08-11,994,443639.48,6,1697.4399999999998,0.6036,0.4969
2025-08-12,997,501254.47,4,659.48,0.4012,0.543
2025-08-13,974,460631.7,4,649.4599999999999,0.4107,0.527
2025-08-14,994,412190.44,6,2953.41,0.6036,0.5085
2025-08-15,978,408280.72,2,705.92,0.2045,0.4497
2025-08-16,999,431249.89,14,3438.3,1.4014,0.5642
2025-08-17,970,407580.74,10,5805.789999999999,1.0309,0.6661
2025-08-18,975,457532.04,8,6180.719999999999,0.8205,0.697
2025-08-19,966,467563.0,8,7687.2699999999995,0.8282,0.7585
2025-08-20,1019,458412.17,6,25099.409999999996,0.5888,0.7825
2025-08-21,993,438252.75,7,10386.339999999998,0.7049,0.7971
2025-08-22,1044,424520.75,9,9546.22,0.8621,0.89
2025-08-23,977,449696.44,6,3707.86,0.6141,0.7776
2025-08-24,969,435647.33,6,4177.290000000001,0.6192,0.7201
2025-08-25,967,492181.73,9,10948.73,0.9307,0.7354
2025-08-26,991,411418.94,7,3165.38,0.7064,0.7184
2025-08-27,970,442279.34,5,1642.8000000000002,0.5155,0.709
2025-08-28,990,413235.81,7,3232.54,0.7071,0.7093
2025-08-29,1025,498717.12,7,2266.3599999999997,0.6829,0.6822
2025-08-30,984,501751.66,3,697.53,0.3049,0.6381
2025-08-31,1020,503164.8,5,317.16999999999996,0.4902,0.619
2025-09-01,986,426630.0,5,3543.3299999999995,0.5071,0.5599
2025-09-02,959,464638.93,3,2135.31,0.3128,0.5048
2025-09-03,985,510278.05,4,874.08,0.4061,0.4893
2025-09-04,982,423043.45,4,1643.6299999999999,0.4073,0.4466
2025-09-05,943,420575.84,6,2652.4600000000005,0.6363,0.4374
2025-09-06,967,429881.67,7,912.01,0.7239,0.4969
2025-09-07,982,524876.82,5,454.66,0.5092,0.4997
2025-09-08,990,427172.64,5,2327.86,0.5051,0.4994
2025-09-09,1027,485868.12,4,2972.83,0.3895,0.509
2025-09-10,970,530452.1,4,999.1,0.4124,0.5101
2025-09-11,1023,478334.58,8,1134.55,0.782,0.5651
2025-09-12,985,480952.79,5,8575.63,0.5076,0.5472
2025-09-13,992,507453.36,3,600.89,0.3024,0.4879
2025-09-14,965,479126.54,10,5275.56,1.0363,0.561
2025-09-15,942,394141.62,7,3177.18,0.7431,0.5939
2025-09-16,1006,470616.07,3,1585.96,0.2982,0.5811
2025-09-17,980,462620.32,10,10483.02,1.0204,0.6673
2025-09-18,990,467241.45,6,16751.420000000002,0.6061,0.6414
2025-09-19,983,490083.86,5,2317.49,0.5086,0.6416
2025-09-20,996,446356.87,7,1691.0700000000002,0.7028,0.6995
2025-09-21,964,513982.18,3,392.74,0.3112,0.5976
2025-09-22,1026,519420.0,3,887.75,0.2924,0.5328
2025-09-23,1045,498248.27,3,776.16,0.2871,0.5298
2025-09-24,959,445790.67,5,4614.59,0.5214,0.4596
2025-09-25,988,560414.32,7,4412.61,0.7085,0.4741
2025-09-26,981,478108.81,5,2508.79,0.5097,0.4742
2025-09-27,979,492628.3,6,14736.869999999999,0.6129,0.461
2025-09-28,975,477689.72,7,3625.99,0.7179,0.5178
2025-09-29,992,513178.98,6,9346.509999999998,0.6048,0.5637
2025-09-30,1012,544886.23,4,962.93,0.3953,0.5809
2025-10-01,1020,571164.07,7,10838.210000000001,0.6863,0.6046
2025-10-02,929,472682.87,3,1786.6499999999999,0.3229,0.5517
2025-10-03,999,578572.8099999999,10,11341.14,1.001,0.6226
2025-10-04,968,530051.63,9,6466.8099999999995,0.9298,0.6672
2025-10-05,916,407028.31,3,1901.92,0.3275,0.6144
2025-10-06,1025,570493.9,6,1054.53,0.5854,0.6114
2025-10-07,933,470027.83,8,3907.33,0.8574,0.6775
2025-10-08,988,542648.14,9,3567.4100000000003,0.9109,0.7103
2025-10-09,993,603153.71,3,12877.98,0.3021,0.7036
2025-10-10,990,600560.45,6,1940.3700000000001,0.6061,0.6458
2025-10-11,1047,495143.28,3,2561.39,0.2865,0.5514
2025-10-12,950,493622.23,3,14480.18,0.3158,0.5487
2025-10-13,979,481043.57,8,9034.630000000001,0.8172,0.5814
2025-10-14,968,461878.82,6,1333.28,0.6198,0.5495
2025-10-15,1008,532865.62,5,2510.9900000000002,0.496,0.4903
2025-10-16,1020,491313.06,12,2745.23,1.1765,0.6176
2025-10-17,967,548118.12,3,1272.0,0.3102,0.5765
2025-10-18,942,522685.5,6,1904.5400000000002,0.6369,0.6292
2025-10-19,949,540685.96,9,7506.96,0.9484,0.7171
2025-10-20,984,483371.4,10,13660.450000000003,1.0163,0.7458
2025-10-21,999,516149.9,13,5017.619999999998,1.3013,0.8444
2025-10-22,987,525075.05,5,7723.870000000001,0.5066,0.847
2025-10-23,976,512553.33,6,8246.210000000001,0.6148,0.7643
2025-10-24,971,505126.14,2,1474.13,0.206,0.7491
2025-10-25,943,456953.11,4,1013.78,0.4242,0.7196
2025-10-26,982,514721.4,6,1377.04,0.611,0.6723
2025-10-27,978,445594.83,3,525.66,0.3067,0.5705
2025-10-28,1004,512529.86,4,6710.709999999999,0.3984,0.4385
2025-10-29,982,487910.9,7,5418.620000000001,0.7128,0.4681
2025-10-30,1042,538678.92,7,2134.1699999999996,0.6718,0.4781
2025-10-31,988,527796.61,4,1325.6,0.4049,0.5059
2025-11-01,1007,534848.11,9,4133.87,0.8937,0.5728
2025-11-02,967,457874.77,6,3380.39,0.6205,0.5741
2025-11-03,980,535084.03,3,935.3199999999999,0.3061,0.5739
2025-11-04,963,550818.75,7,1152.9299999999998,0.7269,0.6206
2025-11-05,930,565256.1,4,1970.2199999999998,0.4301,0.5816
2025-11-06,976,527524.75,5,926.8800000000001,0.5123,0.5579
2025-11-07,1025,534858.22,10,10865.949999999999,0.9756,0.6425
2025-11-08,956,494498.02,7,6885.68,0.7322,0.6179
2025-11-09,997,539588.68,3,634.8499999999999,0.3009,0.5713
2025-11-10,982,532499.5,7,4468.500000000001,0.7128,0.6297
2025-11-11,1062,564524.98,6,11769.11,0.565,0.6062
2025-11-12,965,563882.92,4,658.0799999999999,0.4145,0.6032
2025-11-13,1013,536391.98,6,1402.4299999999998,0.5923,0.6143
2025-11-14,1052,703908.03,8,2837.84,0.7605,0.5835
2025-11-15,1006,496665.05,7,5194.07,0.6958,0.5793
2025-11-16,975,597163.37,7,8666.900000000001,0.7179,0.6378
2025-11-17,1003,579168.76,5,4192.2,0.4985,0.6077
2025-11-18,984,566616.14,12,60473.42999999999,1.2195,0.7002
2025-11-19,962,507443.08,2,911.0899999999999,0.2079,0.6719
2025-11-20,926,560133.38,8,5617.65,0.8639,0.7093
2025-11-21,947,575868.03,12,2342.8500000000004,1.2672,0.7791
2025-11-22,1015,601333.69,6,1562.35,0.5911,0.7634
2025-11-23,1034,630452.02,8,3173.5699999999997,0.7737,0.7714
2025-11-24,959,562760.97,2,3095.9,0.2086,0.7324
2025-11-25,960,459059.31,6,976.72,0.625,0.6468
2025-11-26,960,561285.39,6,2394.84,0.625,0.7058
2025-11-27,1027,622181.05,6,10682.759999999998,0.5842,0.6665
2025-11-28,980,601721.79,6,2024.65,0.6122,0.5768
2025-11-29,962,525581.42,6,3054.4199999999996,0.6237,0.5812
2025-11-30,1009,680655.45,3,6374.19,0.2973,0.5104
2025-12-01,1013,632559.0,4,629.05,0.3949,0.5354
2025-12-02,1045,560652.59,7,3763.09,0.6699,0.5432
2025-12-03,947,508401.2,2,3348.2,0.2112,0.4869
2025-12-04,1014,522186.5,5,10795.099999999999,0.4931,0.4735
2025-12-05,1006,555393.65,7,5625.05,0.6958,0.486
2025-12-06,991,584472.11,7,2492.1299999999997,0.7064,0.4982
2025-12-07,1009,628003.76,5,6732.150000000001,0.4955,0.5267
2025-12-08,1039,630815.2,6,16911.480000000003,0.5775,0.5531
2025-12-09,989,611646.68,6,3310.29,0.6067,0.5432
2025-12-10,1011,566731.68,6,4758.91,0.5935,0.595
2025-12-11,948,569333.21,8,12694.080000000002,0.8439,0.6435
2025-12-12,1054,561697.6,4,4805.16,0.3795,0.5965
2025-12-13,1008,593264.32,4,1240.27,0.3968,0.5526
2025-12-14,958,624731.18,7,5782.62,0.7307,0.5851
2025-12-15,958,569072.12,5,1044.6100000000001,0.5219,0.5775
2025-12-16,953,541196.76,6,1053.53,0.6296,0.5806
2025-12-17,982,558050.1900000001,7,5271.610000000001,0.7128,0.5976
2025-12-18,986,556257.43,6,11994.91,0.6085,0.5653
2025-12-19,1010,631207.06,4,1856.08,0.396,0.5689
2025-12-20,961,506382.61,9,11649.42,0.9365,0.6463
2025-12-21,967,590904.14,3,290.47,0.3102,0.5868
2025-12-22,975,538576.13,9,20515.870000000003,0.9231,0.6438
2025-12-23,1011,724000.68,9,24194.22,0.8902,0.682
2025-12-24,963,632205.77,7,1252.1100000000001,0.7269,0.6838
2025-12-25,931,725249.76,6,6002.719999999999,0.6445,0.6894
2025-12-26,990,625922.5,6,4033.2599999999998,0.6061,0.7208
2025-12-27,990,572766.2,6,8918.11,0.6061,0.6738
2025-12-28,992,638065.82,5,12047.31,0.504,0.7005
2025-12-29,968,676156.12,7,3829.17,0.7231,0.672
2025-12-30,991,639861.17,5,2424.35,0.5045,0.6154
