device_id,total_txns,fraud_txns,fraud_value,linked_accounts,device_type
1873.0,39,0,0.0,1,mobile
1874.0,81,0,0.0,1,mobile
1875.0,40,0,0.0,1,desktop
1876.0,57,0,0.0,1,mobile
1877.0,54,0,0.0,1,mobile
1878.0,108,1,67.45,1,mobile
1879.0,126,0,0.0,1,mobile
1880.0,116,0,0.0,1,desktop
1881.0,16,0,0.0,1,mobile
1882.0,45,0,0.0,1,mobile
1883.0,11,0,0.0,1,desktop
1884.0,65,0,0.0,1,mobile
1885.0,22,0,0.0,1,mobile
1886.0,2,0,0.0,1,mobile
1887.0,69,0,0.0,1,desktop
1888.0,5,0,0.0,1,desktop
1889.0,25,0,0.0,1,desktop
1890.0,40,0,0.0,1,mobile
1891.0,46,0,0.0,1,mobile
1892.0,132,0,0.0,1,mobile
1893.0,69,0,0.0,1,mobile
1894.0,45,0,0.0,1,mobile
1895.0,110,1,2105.41,1,mobile
1896.0,113,1,1593.61,1,mobile
1897.0,24,0,0.0,1,mobile
1898.0,86,1,1480.37,1,mobile
1899.0,123,0,0.0,1,mobile
1900.0,108,0,0.0,1,mobile
1901.0,119,0,0.0,1,mobile
1902.0,121,0,0.0,1,mobile
1903.0,135,0,0.0,1,tablet
1904.0,117,0,0.0,1,mobile
1905.0,130,0,0.0,1,mobile
1906.0,180,1,61.85,2,mobile
1907.0,14,0,0.0,1,mobile
1908.0,106,0,0.0,1,desktop
1909.0,112,0,0.0,1,mobile
1910.0,76,1,1240.94,1,desktop
1911.0,50,0,0.0,1,desktop
1912.0,98,0,0.0,1,mobile
1913.0,21,0,0.0,1,mobile
1914.0,102,2,113.28999999999999,1,mobile
1915.0,16,0,0.0,1,desktop
1916.0,63,0,0.0,1,mobile
1917.0,51,0,0.0,1,desktop
1918.0,9,0,0.0,1,desktop
1919.0,59,0,0.0,1,mobile
1920.0,38,2,105.75999999999999,1,mobile
1921.0,134,0,0.0,1,desktop
1922.0,24,0,0.0,1,mobile
1923.0,92,1,11.19,1,mobile
1924.0,133,1,803.82,1,mobile
1925.0,14,0,0.0,1,mobile
1926.0,67,0,0.0,1,desktop
1927.0,38,0,0.0,1,mobile
1928.0,115,0,0.0,1,mobile
1929.0,136,0,0.0,1,mobile
1930.0,149,0,0.0,1,desktop
1931.0,58,1,12.28,1,desktop
1932.0,62,0,0.0,1,mobile
1933.0,27,0,0.0,1,mobile
1934.0,95,0,0.0,1,mobile
1935.0,137,1,246.82,1,mobile
1936.0,106,2,16172.630000000001,1,mobile
1937.0,101,0,0.0,1,desktop
1938.0,9,1,329.78,1,desktop
1939.0,36,0,0.0,1,desktop
1940.0,65,1,43.8,1,mobile
1941.0,23,0,0.0,1,mobile
1942.0,115,0,0.0,1,desktop
1943.0,66,0,0.0,1,mobile
1944.0,61,2,16.080000000000002,1,desktop
1945.0,114,0,0.0,1,desktop
1946.0,118,0,0.0,1,mobile
1947.0,129,2,220.97,1,desktop
1948.0,63,1,190.54,1,mobile
1949.0,65,2,884.13,1,mobile
1950.0,138,0,0.0,1,mobile
1951.0,53,0,0.0,1,desktop
1952.0,39,0,0.0,1,mobile
1953.0,130,1,6.19,1,mobile
1954.0,127,0,0.0,1,mobile
1955.0,132,0,0.0,1,mobile
1956.0,43,0,0.0,1,mobile
1957.0,68,0,0.0,1,mobile
1958.0,97,0,0.0,1,tablet
1959.0,134,2,126.05,1,mobile
1960.0,139,1,250.67,1,mobile
1961.0,119,0,0.0,1,mobile
1962.0,114,0,0.0,1,mobile
1963.0,168,3,559.1800000000001,2,desktop
1964.0,121,1,36.19,1,desktop
1965.0,132,0,0.0,1,mobile
1966.0,109,1,110.69,1,mobile
1967.0,111,1,14.68,1,mobile
1968.0,106,0,0.0,1,desktop
1969.0,108,0,0.0,1,mobile
1970.0,122,0,0.0,1,mobile
1971.0,123,0,0.0,1,mobile
1972.0,69,0,0.0,1,mobile
1973.0,56,0,0.0,1,tablet
1974.0,102,0,0.0,1,desktop
1975.0,13,0,0.0,1,mobile
1976.0,133,0,0.0,1,mobile
1977.0,102,0,0.0,1,desktop
1978.0,228,5,5179.37,2,desktop
1979.0,121,3,1347.4499999999998,1,mobile
1980.0,131,2,1363.02,1,desktop
1981.0,48,0,0.0,1,mobile
1982.0,47,1,139.09,1,mobile
1983.0,25,0,0.0,1,desktop
1984.0,106,0,0.0,1,desktop
1985.0,38,0,0.0,1,mobile
1986.0,43,0,0.0,1,desktop
1987.0,36,0,0.0,1,desktop
1988.0,125,1,3.29,1,mobile
1989.0,117,0,0.0,2,mobile
1990.0,137,0,0.0,1,mobile
1991.0,106,2,821.78,1,mobile
1992.0,113,1,490.34,1,mobile
1993.0,64,0,0.0,1,mobile
1994.0,31,0,0.0,1,mobile
1995.0,26,0,0.0,1,mobile
1996.0,127,0,0.0,1,mobile
1997.0,41,0,0.0,1,mobile
1998.0,19,0,0.0,1,mobile
1999.0,85,1,244.41,2,mobile
2000.0,78,1,35.69,1,mobile
2001.0,51,0,0.0,1,mobile
2002.0,45,0,0.0,1,mobile
2003.0,70,1,58.95,1,mobile
2004.0,5,0,0.0,1,mobile
2005.0,89,2,811.93,1,mobile
2006.0,33,2,379.44000000000005,1,desktop
2007.0,121,1,419.36,1,mobile
2008.0,60,2,366.96,1,mobile
2009.0,71,0,0.0,1,desktop
2010.0,98,0,0.0,1,mobile
2011.0,19,0,0.0,1,desktop
2012.0,125,0,0.0,1,mobile
2013.0,97,0,0.0,1,mobile
2014.0,33,0,0.0,1,desktop
2015.0,41,1,656.23,1,desktop
2016.0,42,1,766.59,1,desktop
2017.0,37,0,0.0,1,desktop
2018.0,12,0,0.0,1,desktop
2019.0,31,1,35.05,1,mobile
2020.0,82,0,0.0,1,mobile
2021.0,114,1,126.65,1,mobile
2022.0,127,1,77.18,1,desktop
2023.0,117,1,363.6,1,mobile
2024.0,84,2,7.720000000000001,1,mobile
2025.0,146,0,0.0,2,desktop
2026.0,116,0,0.0,1,desktop
2027.0,109,1,54.68,1,mobile
2028.0,24,0,0.0,1,desktop
2029.0,139,1,1998.11,1,mobile
2030.0,66,0,0.0,1,mobile
2031.0,3,0,0.0,1,mobile
2032.0,48,1,273.72,1,desktop
2033.0,58,1,25.44,1,mobile
2034.0,57,0,0.0,1,desktop
2035.0,119,1,1028.5,1,mobile
2036.0,119,1,38.45,1,desktop
2037.0,81,0,0.0,1,mobile
2038.0,28,0,0.0,1,mobile
2039.0,104,0,0.0,1,desktop
2040.0,109,0,0.0,1,desktop
2041.0,128,1,699.91,2,mobile
2042.0,24,0,0.0,1,mobile
2043.0,36,0,0.0,1,mobile
2044.0,72,1,35.73,1,desktop
2045.0,38,0,0.0,1,desktop
2046.0,32,0,0.0,1,mobile
2047.0,68,0,0.0,1,mobile
2048.0,112,1,9.6,1,mobile
2049.0,50,0,0.0,1,mobile
2050.0,62,0,0.0,1,mobile
2052.0,68,1,214.92,1,mobile
2053.0,38,1,157.95,1,desktop
2054.0,35,0,0.0,1,mobile
2055.0,70,0,0.0,1,mobile
2056.0,70,1,35.03,1,desktop
2057.0,17,0,0.0,1,desktop
2058.0,37,1,433.15,1,desktop
2059.0,64,1,34.74,1,mobile
2060.0,72,2,346.08,1,mobile
2061.0,125,0,0.0,1,mobile
2062.0,114,1,1026.24,1,desktop
2063.0,54,0,0.0,1,mobile
2064.0,45,0,0.0,1,mobile
2065.0,58,0,0.0,1,desktop
2066.0,68,0,0.0,1,mobile
2067.0,29,0,0.0,1,desktop
2068.0,110,0,0.0,1,desktop
2069.0,115,1,748.75,1,mobile
2070.0,37,0,0.0,1,mobile
2071.0,85,0,0.0,1,mobile
2072.0,67,0,0.0,1,mobile
2073.0,44,0,0.0,1,mobile
2074.0,121,0,0.0,1,desktop
2075.0,124,0,0.0,1,desktop
2076.0,21,0,0.0,1,mobile
2077.0,30,0,0.0,1,desktop
2078.0,34,1,27.9,1,mobile
2079.0,16,0,0.0,1,desktop
2080.0,121,0,0.0,1,mobile
2081.0,111,0,0.0,1,mobile
2082.0,154,1,1724.44,1,tablet
2083.0,107,1,13.56,1,mobile
2084.0,70,1,6.4,1,mobile
2085.0,63,1,72.12,1,desktop
2086.0,80,1,40.42,1,desktop
2087.0,21,0,0.0,1,mobile
2088.0,26,0,0.0,1,mobile
2089.0,36,0,0.0,1,desktop
2090.0,73,1,25.8,1,mobile
2091.0,78,2,1255.4,1,desktop
2092.0,50,0,0.0,1,mobile
2093.0,44,0,0.0,1,mobile
2094.0,61,0,0.0,1,desktop
2095.0,127,2,551.53,1,mobile
2096.0,117,1,98.98,1,mobile
2097.0,141,0,0.0,1,mobile
2098.0,126,0,0.0,1,mobile
2099.0,131,1,131.63,1,mobile
2100.0,19,0,0.0,1,mobile
2101.0,81,1,76.16,1,mobile
2102.0,115,1,43.15,1,mobile
2103.0,112,1,7.62,1,desktop
2104.0,114,3,425.75,1,mobile
2105.0,25,0,0.0,1,mobile
2106.0,46,0,0.0,1,desktop
2107.0,30,1,44.46,1,mobile
2108.0,17,0,0.0,1,desktop
2109.0,116,1,161.63,1,mobile
2110.0,49,0,0.0,1,mobile
2111.0,65,0,0.0,1,desktop
2112.0,126,1,135.61,1,mobile
2113.0,125,1,59.9,1,mobile
2114.0,120,2,101.83,1,mobile
2115.0,100,2,1455.19,1,desktop
2116.0,99,1,119.93,1,mobile
2117.0,90,0,0.0,1,mobile
2118.0,34,1,4449.63,1,mobile
2119.0,130,0,0.0,1,desktop
2120.0,114,1,242.78,1,desktop
2121.0,103,0,0.0,1,mobile
2122.0,32,0,0.0,1,mobile
2123.0,73,0,0.0,1,mobile
2124.0,106,0,0.0,1,desktop
2125.0,130,0,0.0,1,mobile
2126.0,64,0,0.0,1,mobile
2127.0,55,0,0.0,1,mobile
2128.0,128,1,216.96,1,desktop
2129.0,135,1,98.81,1,mobile
2130.0,103,1,685.09,1,desktop
2131.0,78,2,1586.16,1,mobile
2132.0,26,1,390.96,1,mobile
2133.0,26,0,0.0,1,mobile
2134.0,37,1,19.06,1,tablet
2135.0,71,2,102.36,1,desktop
2136.0,106,0,0.0,1,mobile
2137.0,134,0,0.0,1,desktop
2138.0,111,0,0.0,1,mobile
2139.0,117,0,0.0,1,desktop
2140.0,91,0,0.0,1,desktop
2141.0,14,0,0.0,1,desktop
2142.0,24,0,0.0,1,mobile
2143.0,119,0,0.0,1,desktop
2144.0,102,1,26.12,1,mobile
2145.0,131,1,19.0,1,desktop
2146.0,70,0,0.0,1,mobile
2147.0,50,1,55.55,1,tablet
2148.0,129,0,0.0,1,mobile
2149.0,128,3,124.69999999999999,1,desktop
2150.0,114,1,31.6,1,mobile
2151.0,123,0,0.0,2,mobile
2152.0,114,0,0.0,1,desktop
2153.0,22,0,0.0,1,mobile
2154.0,66,0,0.0,1,desktop
2155.0,23,0,0.0,1,desktop
2156.0,42,0,0.0,1,desktop
2157.0,73,0,0.0,1,desktop
2158.0,82,0,0.0,1,mobile
2159.0,40,0,0.0,1,mobile
2160.0,128,1,23.97,1,tablet
2161.0,129,1,93.05,1,mobile
2162.0,25,0,0.0,1,desktop
2163.0,101,1,51.52,1,mobile
2164.0,266,3,149.51,2,desktop
2165.0,48,1,2.66,1,desktop
2166.0,77,0,0.0,1,mobile
2167.0,112,0,0.0,1,mobile
2168.0,123,1,92.2,1,desktop
2169.0,130,0,0.0,1,mobile
2170.0,71,0,0.0,1,desktop
2171.0,65,0,0.0,1,mobile
2172.0,71,0,0.0,1,desktop
2173.0,22,0,0.0,1,desktop
2174.0,40,0,0.0,1,mobile
2175.0,116,0,0.0,1,desktop
2176.0,119,0,0.0,1,mobile
2177.0,61,0,0.0,1,tablet
2178.0,50,0,0.0,1,mobile
2179.0,122,1,432.88,1,desktop
2181.0,110,1,11.06,1,desktop
2182.0,58,0,0.0,1,desktop
2183.0,17,1,148.37,1,mobile
2184.0,41,1,79.87,1,desktop
2185.0,49,0,0.0,1,mobile
2186.0,78,0,0.0,1,desktop
2187.0,135,0,0.0,2,tablet
2188.0,123,0,0.0,1,mobile
2189.0,128,0,0.0,1,mobile
2190.0,62,0,0.0,1,desktop
2191.0,57,0,0.0,1,desktop
2192.0,133,0,0.0,1,mobile
2193.0,23,0,0.0,1,desktop
2194.0,60,0,0.0,1,mobile
2195.0,31,0,0.0,1,desktop
2196.0,71,0,0.0,1,tablet
2197.0,42,1,934.44,1,tablet
2198.0,90,0,0.0,1,mobile
2199.0,37,0,0.0,1,desktop
2200.0,125,2,1176.18,1,desktop
2201.0,130,1,711.21,1,mobile
2202.0,40,0,0.0,1,desktop
2203.0,40,0,0.0,1,mobile
2204.0,47,0,0.0,1,desktop
2205.0,117,0,0.0,1,desktop
2206.0,49,0,0.0,1,mobile
2208.0,29,0,0.0,1,mobile
2209.0,50,0,0.0,1,mobile
2210.0,129,1,125.83,1,mobile
2211.0,97,2,181.94,1,mobile
2212.0,26,0,0.0,1,mobile
2213.0,116,0,0.0,1,mobile
2214.0,115,2,518.13,1,mobile
2215.0,101,4,392.17,1,mobile
2216.0,55,1,20.34,1,desktop
2217.0,52,0,0.0,1,mobile
2218.0,8,2,13.73,1,mobile
2219.0,128,0,0.0,1,desktop
2220.0,34,0,0.0,1,desktop
2221.0,73,0,0.0,1,desktop
2222.0,113,0,0.0,1,mobile
2223.0,1,0,0.0,1,mobile
2224.0,86,1,103.35,1,mobile
2225.0,31,1,248.83,1,mobile
2226.0,114,1,127.47,1,mobile
2227.0,130,0,0.0,1,desktop
2228.0,119,0,0.0,1,desktop
2229.0,15,0,0.0,1,mobile
2230.0,50,0,0.0,1,desktop
2231.0,53,0,0.0,1,mobile
2232.0,15,0,0.0,1,desktop
2233.0,71,2,853.23,1,desktop
2234.0,50,0,0.0,1,desktop
2235.0,43,0,0.0,1,mobile
2236.0,72,0,0.0,1,mobile
2237.0,142,0,0.0,1,desktop
2238.0,56,0,0.0,1,mobile
2239.0,26,0,0.0,1,desktop
2240.0,23,0,0.0,1,mobile
2241.0,102,0,0.0,1,mobile
2242.0,120,0,0.0,1,desktop
2243.0,132,1,101.46,1,desktop
2244.0,51,0,0.0,1,mobile
2245.0,53,0,0.0,1,desktop
2246.0,131,2,584.5,1,mobile
2247.0,135,3,4564.030000000001,1,mobile
2248.0,71,0,0.0,1,desktop
2249.0,61,1,215.26,1,desktop
2250.0,75,0,0.0,1,mobile
2251.0,60,1,188.99,1,desktop
2252.0,125,0,0.0,1,mobile
2253.0,112,1,9.36,1,mobile
2254.0,50,0,0.0,1,mobile
2255.0,82,0,0.0,1,mobile
2256.0,126,0,0.0,1,mobile
2257.0,133,0,0.0,1,desktop
2258.0,30,0,0.0,1,mobile
2259.0,42,1,480.73,1,mobile
2260.0,21,0,0.0,1,mobile
2261.0,45,0,0.0,1,mobile
2262.0,45,0,0.0,1,mobile
2263.0,85,0,0.0,1,mobile
2264.0,131,0,0.0,1,mobile
2265.0,117,0,0.0,1,desktop
2266.0,64,0,0.0,1,mobile
2267.0,53,0,0.0,1,mobile
2268.0,101,0,0.0,1,mobile
2269.0,88,1,17.85,1,desktop
2270.0,45,1,12.73,1,desktop
2271.0,31,0,0.0,1,mobile
2272.0,86,1,51.79,1,tablet
2273.0,128,0,0.0,1,mobile
2274.0,125,1,595.05,1,mobile
2275.0,114,0,0.0,1,desktop
2276.0,94,0,0.0,1,desktop
2277.0,32,0,0.0,1,mobile
2278.0,68,0,0.0,1,mobile
2279.0,39,0,0.0,1,mobile
2280.0,90,5,855.8,1,mobile
2281.0,54,1,803.77,1,mobile
2282.0,113,1,36.53,1,mobile
2283.0,130,0,0.0,1,mobile
2284.0,86,0,0.0,1,desktop
2285.0,30,0,0.0,1,mobile
2286.0,133,1,6.23,1,mobile
2287.0,20,0,0.0,1,mobile
2288.0,30,0,0.0,1,mobile
2289.0,67,0,0.0,1,mobile
2290.0,117,2,1358.91,1,mobile
2291.0,122,0,0.0,1,desktop
2292.0,33,0,0.0,1,desktop
2293.0,89,0,0.0,1,mobile
2294.0,24,0,0.0,1,mobile
2295.0,95,3,100.33999999999999,1,mobile
2296.0,125,0,0.0,1,mobile
2297.0,117,0,0.0,1,mobile
2298.0,87,0,0.0,1,desktop
2299.0,30,0,0.0,1,desktop
2300.0,127,0,0.0,1,mobile
2301.0,139,0,0.0,1,mobile
2302.0,89,1,6.56,1,tablet
2303.0,33,1,27.59,1,mobile
2304.0,122,0,0.0,1,mobile
2305.0,71,0,0.0,1,mobile
2306.0,62,0,0.0,1,desktop
2307.0,110,0,0.0,1,desktop
2308.0,82,0,0.0,1,desktop
2309.0,48,0,0.0,1,mobile
2310.0,134,0,0.0,1,desktop
2311.0,118,1,45.25,1,mobile
2312.0,117,1,109.71,1,mobile
2313.0,101,1,196.73,1,mobile
2314.0,43,0,0.0,1,mobile
2315.0,83,1,47.74,1,tablet
2316.0,106,0,0.0,1,mobile
2317.0,135,2,525.98,1,mobile
2318.0,57,0,0.0,1,mobile
2319.0,9,0,0.0,1,mobile
2320.0,49,0,0.0,1,mobile
2321.0,57,0,0.0,2,mobile
2322.0,126,1,1067.04,1,desktop
2323.0,112,2,146.31,1,mobile
2324.0,129,1,2267.31,1,mobile
2325.0,39,1,378.53,1,mobile
2326.0,97,1,23.99,1,mobile
2327.0,165,3,256.15999999999997,2,tablet
2328.0,112,1,169.61,1,mobile
2329.0,87,0,0.0,1,desktop
2330.0,33,0,0.0,1,desktop
2331.0,109,1,10.92,1,mobile
2332.0,66,1,845.97,1,mobile
2333.0,49,0,0.0,1,desktop
2334.0,107,4,3359.7799999999997,1,mobile
2335.0,114,2,124.15,1,mobile
2336.0,126,1,10408.06,1,mobile
2337.0,112,0,0.0,1,mobile
2338.0,138,0,0.0,1,mobile
2339.0,131,1,22.52,1,desktop
2340.0,123,0,0.0,1,desktop
2341.0,53,0,0.0,1,mobile
2342.0,10,0,0.0,1,mobile
2343.0,59,0,0.0,1,mobile
2344.0,61,1,158.91,1,mobile
2345.0,35,0,0.0,2,desktop
2346.0,33,0,0.0,1,mobile
2347.0,117,0,0.0,1,mobile
2348.0,122,1,4.04,1,mobile
2349.0,45,0,0.0,2,mobile
2350.0,93,1,149.59,1,desktop
2351.0,14,0,0.0,1,mobile
2352.0,118,0,0.0,1,desktop
2353.0,109,0,0.0,1,mobile
2354.0,67,0,0.0,1,mobile
2355.0,43,0,0.0,1,mobile
2356.0,139,1,25.88,1,desktop
2357.0,115,0,0.0,1,desktop
2358.0,53,1,1187.81,1,tablet
2359.0,54,0,0.0,1,mobile
2360.0,110,2,737.75,1,desktop
2361.0,45,0,0.0,1,mobile
2362.0,66,1,371.69,1,mobile
2363.0,44,0,0.0,1,desktop
2364.0,30,0,0.0,1,mobile
2365.0,53,1,50.61,1,mobile
2366.0,128,0,0.0,1,desktop
2367.0,79,0,0.0,1,desktop
2368.0,29,0,0.0,1,mobile
2369.0,118,1,99.79,1,mobile
2370.0,20,0,0.0,1,tablet
2371.0,74,0,0.0,1,mobile
2372.0,27,0,0.0,1,desktop
2373.0,125,0,0.0,1,mobile
2374.0,106,0,0.0,1,desktop
2375.0,30,0,0.0,1,desktop
2376.0,81,0,0.0,1,mobile
2377.0,22,0,0.0,1,mobile
2378.0,60,1,45.58,1,tablet
2379.0,37,0,0.0,1,desktop
2380.0,68,1,16.05,1,mobile
2381.0,61,0,0.0,1,mobile
2382.0,87,0,0.0,1,mobile
2383.0,32,0,0.0,1,desktop
2384.0,36,0,0.0,1,mobile
2385.0,79,1,110.39,1,mobile
2386.0,6,0,0.0,1,mobile
2387.0,114,1,367.6,1,tablet
2388.0,66,0,0.0,1,mobile
2389.0,49,0,0.0,1,mobile
2390.0,120,0,0.0,1,mobile
2391.0,104,0,0.0,1,mobile
2392.0,126,1,83.26,1,mobile
2393.0,49,0,0.0,1,mobile
2394.0,56,1,147.67,1,mobile
2395.0,9,0,0.0,1,desktop
2396.0,140,1,768.7,1,mobile
2397.0,131,0,0.0,1,desktop
2398.0,112,0,0.0,1,mobile
2399.0,130,0,0.0,1,mobile
2400.0,105,1,143.52,1,mobile
2401.0,109,1,36.73,1,mobile
2402.0,73,0,0.0,1,mobile
2403.0,45,0,0.0,1,mobile
2404.0,50,0,0.0,1,tablet
2405.0,76,0,0.0,1,mobile
2406.0,67,0,0.0,1,mobile
2407.0,59,1,126.79,1,mobile
2408.0,133,0,0.0,1,mobile
2409.0,61,0,0.0,1,desktop
2410.0,61,1,4.72,1,mobile
2411.0,128,1,107.67,1,mobile
2412.0,111,0,0.0,1,tablet
2413.0,117,1,20.67,1,mobile
2414.0,114,0,0.0,1,mobile
2415.0,116,0,0.0,1,mobile
2416.0,132,4,1594.84,1,mobile
2417.0,87,0,0.0,1,mobile
2418.0,29,1,381.21,1,desktop
2419.0,44,0,0.0,1,mobile
2420.0,84,0,0.0,1,mobile
2421.0,119,0,0.0,1,mobile
2422.0,115,2,264.83000000000004,1,desktop
2423.0,34,0,0.0,1,mobile
2424.0,95,1,288.39,1,mobile
2425.0,130,3,143.69,1,mobile
2426.0,112,1,19.53,1,desktop
2427.0,69,0,0.0,1,mobile
2428.0,67,0,0.0,1,mobile
2429.0,120,0,0.0,1,mobile
2430.0,100,0,0.0,1,mobile
2431.0,132,1,157.22,1,desktop
2432.0,115,4,306.36,1,mobile
2433.0,124,2,23.09,1,mobile
2434.0,24,0,0.0,1,desktop
2435.0,109,1,66.41,1,desktop
2436.0,117,0,0.0,1,mobile
2437.0,104,0,0.0,1,desktop
2438.0,60,1,37.25,1,mobile
2439.0,46,0,0.0,1,mobile
2440.0,124,3,1104.42,1,mobile
2441.0,33,1,173.88,1,desktop
2442.0,26,0,0.0,1,mobile
2443.0,49,2,627.78,1,desktop
2444.0,123,1,162.97,1,desktop
2445.0,119,0,0.0,1,desktop
2446.0,100,0,0.0,1,desktop
2447.0,15,0,0.0,1,mobile
2448.0,61,0,0.0,1,desktop
2449.0,26,0,0.0,1,mobile
2450.0,39,0,0.0,1,mobile
2451.0,67,0,0.0,1,mobile
2452.0,63,0,0.0,1,mobile
2453.0,86,0,0.0,1,desktop
2454.0,31,0,0.0,1,mobile
2455.0,59,3,89.77,1,mobile
2456.0,70,2,16.08,1,desktop
2457.0,109,2,258.32,1,mobile
2458.0,8,0,0.0,1,mobile
2459.0,104,0,0.0,1,desktop
2460.0,135,0,0.0,1,mobile
2461.0,200,1,389.36,2,mobile
2462.0,122,0,0.0,1,mobile
2463.0,118,3,991.89,1,tablet
2464.0,96,0,0.0,1,mobile
2465.0,116,0,0.0,1,mobile
2466.0,114,0,0.0,1,mobile
2467.0,72,0,0.0,1,mobile
2468.0,70,0,0.0,1,mobile
2469.0,126,0,0.0,1,desktop
2470.0,111,1,14.31,1,mobile
2471.0,93,0,0.0,1,desktop
2472.0,29,0,0.0,1,mobile
2473.0,124,4,220.96,1,desktop
2474.0,121,1,355.72,1,desktop
2475.0,27,1,73.84,1,desktop
2476.0,23,0,0.0,1,mobile
2477.0,77,0,0.0,2,mobile
2478.0,62,3,751.76,1,desktop
2479.0,50,0,0.0,1,mobile
2480.0,123,1,28.42,1,mobile
2481.0,121,0,0.0,1,mobile
2482.0,129,0,0.0,1,mobile
2483.0,107,0,0.0,1,mobile
2484.0,139,0,0.0,1,desktop
2485.0,119,1,99.2,1,mobile
2486.0,26,0,0.0,1,mobile
2487.0,39,1,4148.3,1,mobile
2488.0,64,0,0.0,1,mobile
2489.0,40,0,0.0,1,mobile
2490.0,82,0,0.0,1,mobile
2491.0,78,0,0.0,1,mobile
2492.0,40,0,0.0,1,mobile
2493.0,93,0,0.0,1,mobile
2494.0,41,0,0.0,1,mobile
2495.0,91,1,114.58,1,tablet
2496.0,35,2,40.56999999999999,1,mobile
2497.0,119,0,0.0,1,desktop
2498.0,64,0,0.0,1,mobile
2499.0,57,0,0.0,1,mobile
2500.0,76,0,0.0,1,desktop
2501.0,46,1,82.33,1,mobile
2502.0,35,0,0.0,1,mobile
2503.0,71,0,0.0,1,mobile
2504.0,128,1,193.56,1,desktop
2505.0,120,2,368.03999999999996,1,desktop
2506.0,129,2,98.5,1,desktop
2507.0,133,3,392.43,1,desktop
2508.0,109,0,0.0,1,desktop
2509.0,17,0,0.0,1,desktop
2510.0,33,0,0.0,1,mobile
2511.0,58,1,41.51,2,mobile
2512.0,67,1,53.77,1,mobile
2513.0,34,1,13.45,1,mobile
2514.0,99,0,0.0,1,desktop
2515.0,113,1,254.72,1,mobile
2516.0,124,2,344.28,1,mobile
2517.0,130,1,77.16,1,desktop
2518.0,112,1,1150.23,1,desktop
2519.0,127,2,90.08,1,mobile
2520.0,139,1,33.87,1,desktop
2521.0,126,1,45.13,1,mobile
2522.0,121,2,35.58,1,mobile
2523.0,116,0,0.0,1,mobile
2524.0,167,1,87.8,2,mobile
2525.0,56,0,0.0,1,mobile
2526.0,30,0,0.0,1,desktop
2527.0,40,0,0.0,1,mobile
2528.0,23,0,0.0,1,mobile
2529.0,29,0,0.0,1,desktop
2530.0,49,1,162.97,1,desktop
2531.0,65,0,0.0,1,mobile
2532.0,138,1,151.77,1,mobile
2533.0,123,1,354.53,1,mobile
2534.0,121,1,48.9,1,mobile
2535.0,51,1,537.45,1,mobile
2536.0,70,0,0.0,1,mobile
2537.0,85,1,2.73,1,mobile
2538.0,38,0,0.0,1,mobile
2539.0,24,0,0.0,1,mobile
2540.0,115,0,0.0,1,tablet
2541.0,121,1,198.46,1,desktop
2542.0,38,0,0.0,1,mobile
2543.0,75,0,0.0,1,mobile
2544.0,12,0,0.0,1,mobile
2545.0,3,0,0.0,1,desktop
2546.0,58,0,0.0,1,mobile
2547.0,55,0,0.0,1,mobile
2548.0,119,0,0.0,1,mobile
2549.0,108,0,0.0,1,desktop
2550.0,122,0,0.0,1,mobile
2551.0,124,0,0.0,1,mobile
2552.0,117,0,0.0,1,desktop
2553.0,57,0,0.0,1,mobile
2554.0,50,0,0.0,1,mobile
2555.0,117,0,0.0,1,mobile
2556.0,63,0,0.0,1,desktop
2557.0,66,1,29.17,1,mobile
2558.0,126,3,349.0,1,mobile
2559.0,39,0,0.0,1,mobile
2560.0,46,1,93.9,1,mobile
2561.0,108,1,160.76,1,mobile
2562.0,51,1,177.41,1,mobile
2563.0,60,0,0.0,1,mobile
2564.0,1,0,0.0,1,desktop
2565.0,125,0,0.0,1,desktop
2566.0,106,0,0.0,1,mobile
2567.0,20,0,0.0,1,mobile
2568.0,38,0,0.0,1,desktop
2569.0,63,0,0.0,1,desktop
2570.0,126,3,297.3,1,mobile
2571.0,26,0,0.0,1,desktop
2572.0,93,0,0.0,1,mobile
2573.0,112,0,0.0,1,mobile
2574.0,122,0,0.0,1,mobile
2575.0,106,0,0.0,1,desktop
2576.0,8,0,0.0,1,mobile
2577.0,113,1,100.05,1,mobile
2578.0,89,0,0.0,1,desktop
2579.0,55,1,36.8,1,desktop
2580.0,133,0,0.0,1,desktop
2581.0,42,0,0.0,1,mobile
2582.0,85,0,0.0,1,desktop
2583.0,51,0,0.0,1,mobile
2584.0,128,0,0.0,1,desktop
2585.0,115,0,0.0,2,mobile
2586.0,81,1,130.28,1,mobile
2587.0,54,0,0.0,1,mobile
2588.0,38,0,0.0,1,desktop
2589.0,74,0,0.0,1,mobile
2590.0,37,0,0.0,1,mobile
2591.0,77,0,0.0,1,mobile
2592.0,6,0,0.0,1,mobile
2594.0,141,0,0.0,1,mobile
2595.0,128,0,0.0,1,desktop
2596.0,27,0,0.0,1,mobile
2597.0,40,0,0.0,1,mobile
2598.0,45,0,0.0,1,desktop
2599.0,46,0,0.0,1,mobile
2600.0,16,0,0.0,1,desktop
2601.0,47,0,0.0,1,mobile
2602.0,122,0,0.0,1,tablet
2603.0,62,1,18.94,1,mobile
2604.0,64,0,0.0,1,mobile
2605.0,136,1,68.09,1,mobile
2606.0,27,1,83.86,1,mobile
