investigation_id,transaction_id,flagged_date,flag_score,outcome,resolution_time_hours,amount,is_fraud,customer_id,merchant_id
1106,188474,2024-07-10 01:19:53,2,false_positive_cleared,10.1,167.56,False,446,747
1113,188645,2024-07-10 05:35:12,0,false_positive_cleared,42.83,17.68,False,3815,636
1107,188878,2024-07-10 11:23:59,2,false_positive_cleared,14.28,40.16,False,1309,254
1108,189013,2024-07-10 14:51:18,2,false_positive_cleared,6.53,472.68,False,290,646
1109,189057,2024-07-10 15:50:24,2,confirmed_fraud,7.64,20.71,True,2585,31
1112,189291,2024-07-10 21:30:25,1,false_positive_cleared,23.46,1.73,False,5992,653
1111,189361,2024-07-10 23:22:46,2,false_positive_cleared,22.67,736.46,False,4761,394
1110,189371,2024-07-10 23:30:06,2,false_positive_cleared,21.93,3070.7,False,4212,154
1114,189408,2024-07-11 00:16:51,2,false_positive_cleared,7.35,5291.57,False,4212,107
1115,189445,2024-07-11 01:02:19,2,false_positive_cleared,16.56,18.55,False,2463,469
1116,189487,2024-07-11 02:10:23,2,false_positive_cleared,10.8,1769.95,False,1292,564
1117,189736,2024-07-11 07:44:05,2,false_positive_cleared,28.15,93.03,False,2538,599
1118,189922,2024-07-11 11:52:33,2,false_positive_cleared,39.02,42.45,False,1106,638
1119,190381,2024-07-11 22:30:52,2,false_positive_cleared,11.82,34.55,False,4116,492
1120,190384,2024-07-11 22:33:51,2,false_positive_cleared,29.69,172.0,False,5227,142
1121,190509,2024-07-12 01:33:15,2,false_positive_cleared,9.32,1684.24,False,1695,721
1129,190686,2024-07-12 05:47:02,0,false_positive_cleared,6.65,658.46,False,1053,95
1122,190896,2024-07-12 10:37:05,2,false_positive_cleared,8.06,34.95,False,5341,237
1123,191172,2024-07-12 17:34:15,2,false_positive_cleared,12.62,3882.81,False,577,689
1124,191187,2024-07-12 17:57:33,2,false_positive_cleared,1.09,34.06,False,5509,251
1125,191328,2024-07-12 21:04:36,2,false_positive_cleared,20.28,2034.1,False,5763,4
1127,191394,2024-07-12 22:46:52,2,false_positive_cleared,22.82,81.59,False,2974,228
1126,191413,2024-07-12 23:05:37,2,false_positive_cleared,6.28,158.65,False,192,314
1128,191428,2024-07-12 23:28:58,2,false_positive_cleared,8.27,1848.05,False,1592,384
1130,191596,2024-07-13 03:44:15,2,confirmed_fraud,2.76,219.08,True,1042,685
1131,191701,2024-07-13 06:06:43,2,false_positive_cleared,2.95,66.01,False,210,391
1132,191794,2024-07-13 08:13:53,2,false_positive_cleared,2.49,298.72,False,4548,669
1133,191820,2024-07-13 08:46:47,2,false_positive_cleared,20.07,92.7,False,1935,742
1139,191947,2024-07-13 11:56:07,0,false_positive_cleared,14.78,12.05,False,1402,154
1134,192016,2024-07-13 13:42:14,2,confirmed_fraud,18.7,165.32,True,782,765
1135,192315,2024-07-13 21:12:18,2,false_positive_cleared,14.18,29.36,False,538,190
1137,192318,2024-07-13 21:14:01,2,confirmed_fraud,3.92,74.13,False,1633,431
1136,192334,2024-07-13 21:48:46,2,false_positive_cleared,3.64,13.41,False,3268,642
1138,192414,2024-07-13 23:51:58,2,false_positive_cleared,16.19,301.04,False,5523,753
1140,192471,2024-07-14 01:23:32,2,false_positive_cleared,6.04,24.58,False,3386,88
1141,192638,2024-07-14 06:07:20,2,false_positive_cleared,21.27,15.14,False,1855,754
1142,192668,2024-07-14 06:45:45,2,confirmed_fraud,6.71,2638.29,True,2162,367
1145,193199,2024-07-14 18:39:08,0,confirmed_fraud,14.51,125.69,False,480,261
1143,193246,2024-07-14 19:42:33,2,false_positive_cleared,0.8,2102.89,False,4780,601
1144,193343,2024-07-14 22:15:42,2,false_positive_cleared,4.89,30.89,False,15,536
1146,193671,2024-07-15 05:44:25,2,false_positive_cleared,2.98,2240.13,False,2421,342
1147,193875,2024-07-15 10:40:05,2,confirmed_fraud,6.82,9.97,True,5242,455
1148,193883,2024-07-15 10:52:53,2,false_positive_cleared,1.13,162.6,False,1836,154
1149,193917,2024-07-15 11:48:37,2,false_positive_cleared,5.6,6654.27,False,5148,108
1150,194179,2024-07-15 18:37:02,2,false_positive_cleared,7.25,92.12,False,5458,109
1153,194227,2024-07-15 19:40:44,0,false_positive_cleared,2.9,52.52,False,545,583
1151,194333,2024-07-15 22:09:47,2,false_positive_cleared,50.1,1982.63,False,2168,73
1152,194364,2024-07-15 22:56:07,2,confirmed_fraud,19.77,115.54,False,1736,586
1155,194773,2024-07-16 08:53:36,0,false_positive_cleared,9.46,146.27,False,4417,254
1156,195129,2024-07-16 18:05:02,0,false_positive_cleared,5.44,517.58,False,3990,97
1154,195130,2024-07-16 18:06:48,2,false_positive_cleared,22.34,31.81,False,874,252
1157,195372,2024-07-17 00:03:26,2,false_positive_cleared,3.38,19.36,False,156,689
1158,195534,2024-07-17 03:41:07,2,false_positive_cleared,8.92,12.02,False,3032,363
1159,195756,2024-07-17 09:02:01,2,false_positive_cleared,3.16,172.87,False,4949,632
1160,195890,2024-07-17 12:10:26,2,confirmed_fraud,7.52,4.03,True,5945,307
1162,196048,2024-07-17 15:55:47,1,false_positive_cleared,8.35,1096.33,False,2395,491
1161,196115,2024-07-17 17:32:02,2,false_positive_cleared,11.02,1813.88,False,932,16
1163,196699,2024-07-18 06:39:44,3,false_positive_cleared,11.78,4626.34,False,2928,524
1164,196775,2024-07-18 08:29:04,2,false_positive_cleared,17.99,810.44,False,2057,460
1165,196938,2024-07-18 12:36:21,2,false_positive_cleared,18.81,45.91,False,2244,628
1166,197068,2024-07-18 15:31:05,2,false_positive_cleared,14.79,314.76,False,2623,243
1169,197326,2024-07-18 22:01:47,0,false_positive_cleared,14.01,74.91,False,1944,733
1167,197360,2024-07-18 23:04:39,2,confirmed_fraud,2.48,297.49,False,3305,184
1168,197371,2024-07-18 23:16:28,2,false_positive_cleared,11.52,2368.0,False,148,193
1170,197411,2024-07-19 00:34:39,2,false_positive_cleared,19.38,93.94,False,4949,408
1171,197426,2024-07-19 01:07:18,2,false_positive_cleared,6.22,119.24,False,1637,353
1174,197684,2024-07-19 07:23:39,0,false_positive_cleared,7.72,21.43,False,5183,448
1172,197747,2024-07-19 08:56:46,2,false_positive_cleared,17.6,15.12,False,5730,54
1173,198170,2024-07-19 19:56:47,2,false_positive_cleared,0.84,365.65,False,2890,57
1175,198420,2024-07-20 02:15:26,2,false_positive_cleared,13.11,5051.37,False,5461,218
1176,198492,2024-07-20 04:11:49,2,false_positive_cleared,3.87,31.96,False,4337,424
1177,199152,2024-07-20 19:50:53,2,false_positive_cleared,13.27,3384.82,False,4524,395
1178,199611,2024-07-21 06:47:07,2,false_positive_cleared,3.11,8.86,False,896,716
1179,199633,2024-07-21 07:26:10,2,false_positive_cleared,15.72,123.44,False,4623,465
1180,200106,2024-07-21 19:05:05,2,false_positive_cleared,8.12,2620.3,False,3033,628
1181,200343,2024-07-22 00:32:45,2,false_positive_cleared,12.45,1979.06,False,51,329
1182,200651,2024-07-22 08:15:38,2,false_positive_cleared,5.27,26.24,False,810,118
1183,200685,2024-07-22 09:34:07,2,false_positive_cleared,0.99,17.61,False,5982,429
1189,200713,2024-07-22 10:18:43,0,false_positive_cleared,4.25,9.19,False,1362,22
1184,200812,2024-07-22 12:45:39,2,false_positive_cleared,4.66,76.92,False,239,64
1185,200846,2024-07-22 13:38:00,2,false_positive_cleared,4.73,2053.48,False,2567,77
1187,201060,2024-07-22 19:12:58,2,false_positive_cleared,13.13,107.25,False,1510,95
1186,201186,2024-07-22 22:22:23,2,false_positive_cleared,11.82,1829.34,False,3990,406
1188,201234,2024-07-22 23:16:27,2,false_positive_cleared,16.55,2458.95,False,3910,181
1190,201436,2024-07-23 04:07:22,2,false_positive_cleared,8.83,104.84,False,1302,593
1191,201490,2024-07-23 05:16:25,2,confirmed_fraud,37.9,4364.1,False,1908,519
1192,201869,2024-07-23 15:40:03,2,false_positive_cleared,12.06,62.1,False,490,794
1194,201933,2024-07-23 17:33:06,0,false_positive_cleared,4.44,1398.7,False,2596,512
1193,202087,2024-07-23 21:32:14,2,false_positive_cleared,23.72,683.96,False,2395,298
1195,202745,2024-07-24 12:56:46,2,false_positive_cleared,10.2,20.44,False,1438,361
1196,202780,2024-07-24 13:37:04,2,false_positive_cleared,14.38,106.87,False,1397,36
1200,202830,2024-07-24 14:55:56,0,false_positive_cleared,12.79,569.55,False,1224,467
1197,202865,2024-07-24 15:40:42,2,false_positive_cleared,11.77,56.1,False,47,297
1198,203076,2024-07-24 20:55:42,2,false_positive_cleared,6.26,27.85,False,2592,627
1201,203098,2024-07-24 21:20:43,0,false_positive_cleared,9.63,11.67,False,5992,273
1202,203121,2024-07-24 21:49:08,0,false_positive_cleared,1.85,18.89,False,5776,296
1199,203156,2024-07-24 22:26:20,2,false_positive_cleared,48.55,128.16,False,384,282
1203,203272,2024-07-25 00:51:59,2,false_positive_cleared,31.86,9399.03,False,2567,271
1204,203345,2024-07-25 02:36:30,2,false_positive_cleared,5.23,1717.58,False,1227,506
1205,203379,2024-07-25 03:30:37,2,false_positive_cleared,3.8,3582.45,False,932,393
1208,203403,2024-07-25 04:16:22,0,false_positive_cleared,14.19,3.2,False,1931,77
1206,203819,2024-07-25 14:10:43,2,false_positive_cleared,20.71,88.97,False,4450,736
1209,203962,2024-07-25 18:05:54,0,false_positive_cleared,22.8,119.46,False,1074,621
1207,204140,2024-07-25 22:22:38,2,false_positive_cleared,24.57,48.62,False,291,370
1210,205724,2024-07-27 10:53:38,2,confirmed_fraud,6.94,31.72,True,986,306
1211,205853,2024-07-27 13:50:15,2,false_positive_cleared,29.13,2028.93,False,4227,144
1212,205871,2024-07-27 14:13:24,2,false_positive_cleared,5.86,61.15,False,10,174
1213,205976,2024-07-27 17:03:49,2,false_positive_cleared,16.01,33.36,False,4952,204
1214,206058,2024-07-27 19:21:20,2,false_positive_cleared,28.78,57.08,False,71,257
1215,206416,2024-07-28 04:13:03,2,false_positive_cleared,5.67,3335.68,False,2040,558
1216,206427,2024-07-28 04:24:02,2,false_positive_cleared,16.04,2495.67,False,2666,476
1217,206658,2024-07-28 10:22:11,2,false_positive_cleared,19.97,7.68,False,620,538
1218,206862,2024-07-28 15:17:19,2,false_positive_cleared,7.47,1906.08,False,5404,351
1219,207153,2024-07-28 22:37:29,0,false_positive_cleared,11.83,270.3,False,4589,242
1220,207284,2024-07-29 01:08:04,2,false_negative_cleared,15.05,3.35,True,5673,489
1221,207584,2024-07-29 08:54:43,2,false_positive_cleared,7.92,24.56,False,5059,337
1226,207626,2024-07-29 09:49:02,0,false_positive_cleared,33.85,24.58,False,556,580
1222,207805,2024-07-29 13:56:29,2,false_positive_cleared,9.1,56.05,False,1320,74
1224,207996,2024-07-29 18:43:03,2,false_positive_cleared,10.41,6729.9,False,4998,747
1223,208107,2024-07-29 21:35:53,2,false_positive_cleared,17.27,385.66,False,3901,637
1225,208137,2024-07-29 22:12:11,2,false_positive_cleared,12.21,5068.45,False,4110,34
1227,208366,2024-07-30 03:09:34,2,confirmed_fraud,15.92,39.83,False,404,288
1231,208647,2024-07-30 10:39:28,0,false_positive_cleared,4.77,23.47,False,389,418
1232,208676,2024-07-30 11:22:17,0,false_positive_cleared,34.54,199.91,False,748,684
1228,208820,2024-07-30 14:44:22,2,false_positive_cleared,5.69,3378.47,False,4215,757
1229,208905,2024-07-30 17:01:00,2,false_positive_cleared,4.35,14.29,False,5072,285
1230,209036,2024-07-30 20:16:35,1,false_positive_cleared,26.49,71.95,False,3750,68
1234,209229,2024-07-31 00:53:31,2,false_positive_cleared,12.99,10.53,False,5822,790
1233,209458,2024-07-31 06:03:34,3,false_positive_cleared,13.32,35.93,False,1236,9
1235,209472,2024-07-31 06:24:07,2,false_positive_cleared,10.02,12.41,False,700,211
1236,209710,2024-07-31 11:33:27,2,false_positive_cleared,7.47,963.69,False,5468,262
1237,209828,2024-07-31 14:17:11,2,false_positive_cleared,5.89,561.66,False,1320,601
1238,209829,2024-07-31 14:18:02,2,false_positive_cleared,7.82,5582.43,False,2285,4
1239,210155,2024-07-31 21:30:54,2,false_positive_cleared,12.53,163.19,False,1236,643
1240,210289,2024-08-01 00:41:21,3,false_positive_cleared,28.81,284.76,False,4741,349
1241,210403,2024-08-01 02:50:31,2,false_positive_cleared,7.93,2853.15,False,2116,684
1242,210465,2024-08-01 04:12:41,2,false_positive_cleared,8.19,508.43,False,1769,642
1243,210517,2024-08-01 05:34:26,2,false_positive_cleared,18.19,60.98,False,5125,512
1244,210566,2024-08-01 06:39:33,2,false_positive_cleared,3.31,59.76,False,2638,495
1245,210627,2024-08-01 07:54:02,2,false_positive_cleared,15.44,1868.9,False,1547,734
1246,211295,2024-08-02 00:21:52,2,false_positive_cleared,6.26,181.3,False,5391,72
1247,211568,2024-08-02 07:21:35,2,false_positive_cleared,23.29,1737.84,False,816,5
1248,211648,2024-08-02 09:23:36,2,false_positive_cleared,4.23,29.42,False,3056,479
1249,211913,2024-08-02 16:36:36,2,false_positive_cleared,5.39,2381.37,False,1165,403
1250,212003,2024-08-02 18:50:17,2,false_positive_cleared,8.83,50.95,False,3598,569
1251,212104,2024-08-02 21:12:19,2,false_positive_cleared,5.01,55.38,False,5361,127
1253,212359,2024-08-03 03:21:21,2,false_positive_cleared,7.97,3357.07,False,2285,535
1259,212383,2024-08-03 03:48:59,0,false_positive_cleared,4.45,112.72,False,4416,188
1254,212637,2024-08-03 10:18:15,2,false_positive_cleared,10.33,33.92,False,3394,120
1256,212671,2024-08-03 11:06:25,2,false_positive_cleared,52.35,19.78,False,1664,753
1255,213040,2024-08-03 19:49:51,2,false_positive_cleared,11.18,29.46,False,3661,200
1258,213060,2024-08-03 20:13:28,2,false_positive_cleared,7.58,57.17,False,916,398
1260,213110,2024-08-03 21:22:22,0,false_positive_cleared,14.77,20.03,False,2767,776
1252,213188,2024-08-03 23:05:22,3,false_positive_cleared,3.36,3647.5,False,2132,212
1257,213218,2024-08-03 23:55:26,2,false_positive_cleared,27.14,5.21,False,3107,692
1261,213266,2024-08-04 01:02:34,2,false_positive_cleared,12.31,9.19,False,3994,296
1262,213573,2024-08-04 08:02:29,2,false_positive_cleared,21.95,398.97,False,588,246
1263,213762,2024-08-04 12:18:29,2,confirmed_fraud,0.93,24.09,True,812,695
1264,214063,2024-08-04 19:08:03,0,false_positive_cleared,4.78,87.06,False,4380,24
1265,214248,2024-08-05 00:08:58,2,false_positive_cleared,6.04,31.31,False,1668,91
1266,214375,2024-08-05 02:53:46,2,false_positive_cleared,7.92,13.0,False,3476,729
1268,214645,2024-08-05 09:25:04,0,false_positive_cleared,9.6,38.48,False,4499,736
1267,214733,2024-08-05 11:19:12,2,false_positive_cleared,14.39,5.91,False,2785,115
1273,215504,2024-08-06 06:11:23,0,false_positive_cleared,4.77,14.46,False,778,572
1274,215602,2024-08-06 08:43:09,0,false_positive_cleared,13.79,101.37,False,5742,674
1269,215627,2024-08-06 09:12:00,2,false_positive_cleared,24.36,81.0,False,3726,451
1271,215824,2024-08-06 14:02:18,2,false_positive_cleared,11.29,40.79,False,438,607
1275,215839,2024-08-06 14:23:30,0,false_positive_cleared,14.25,205.75,False,149,692
1270,216073,2024-08-06 19:49:26,2,false_positive_cleared,6.06,47.86,False,3028,718
1272,216198,2024-08-06 22:37:18,2,false_positive_cleared,21.61,186.5,False,3573,182
1276,216475,2024-08-07 05:06:55,2,false_positive_cleared,8.58,2336.63,False,5692,132
1277,216613,2024-08-07 08:24:44,2,false_positive_cleared,6.18,2127.32,False,2509,375
1278,216805,2024-08-07 13:04:31,2,false_positive_cleared,16.16,4.18,False,3559,308
1279,216816,2024-08-07 13:21:38,2,false_positive_cleared,4.51,17.78,False,1545,605
1280,216953,2024-08-07 16:19:00,2,false_positive_cleared,4.47,4.72,False,5542,166
1281,217213,2024-08-07 22:10:33,0,confirmed_fraud,1.15,62.7,False,3231,752
1282,217436,2024-08-08 03:20:49,2,false_positive_cleared,7.52,19.66,False,551,694
1283,217594,2024-08-08 07:09:46,2,false_positive_cleared,21.85,59.55,False,3716,292
1290,217608,2024-08-08 07:27:31,0,false_positive_cleared,7.9,112.78,False,5939,297
1284,217719,2024-08-08 10:20:30,2,false_positive_cleared,18.71,86.62,False,112,465
1285,217811,2024-08-08 12:33:25,2,false_positive_cleared,5.0,154.41,False,3579,639
1286,217832,2024-08-08 13:17:22,2,false_positive_cleared,5.32,13.77,False,2141,741
1288,217868,2024-08-08 14:14:09,2,false_positive_cleared,33.31,21.32,False,5978,531
1287,218010,2024-08-08 17:54:21,2,false_positive_cleared,2.1,10195.06,False,3773,680
1289,218203,2024-08-08 22:42:03,2,false_positive_cleared,23.48,12.95,False,3255,274
1291,218504,2024-08-09 06:01:10,2,false_positive_cleared,6.69,83.9,False,4230,73
1292,218722,2024-08-09 10:51:05,2,false_positive_cleared,5.68,5795.92,False,2132,602
1293,218749,2024-08-09 11:26:38,2,false_positive_cleared,5.95,31.33,False,5069,140
1294,218903,2024-08-09 15:04:43,2,confirmed_fraud,8.83,64.89,False,3533,517
1295,218959,2024-08-09 16:26:38,2,false_positive_cleared,2.73,21.76,False,4486,139
1296,219049,2024-08-09 18:36:58,2,false_positive_cleared,27.12,78.51,False,5405,260
1304,219539,2024-08-10 06:20:41,0,false_positive_cleared,25.17,34.1,False,2425,181
1297,219540,2024-08-10 06:23:23,2,false_positive_cleared,13.95,747.72,False,3950,314
1299,219657,2024-08-10 09:21:53,2,false_positive_cleared,5.43,12514.19,False,4780,327
1300,220015,2024-08-10 17:19:13,2,false_positive_cleared,6.78,68.76,False,2006,487
1305,220037,2024-08-10 18:02:18,0,false_positive_cleared,7.95,99.61,False,2730,653
1301,220100,2024-08-10 19:23:19,2,false_positive_cleared,0.59,111.21,False,4892,205
1303,220110,2024-08-10 19:38:01,2,false_positive_cleared,3.21,89.51,False,2711,579
1298,220112,2024-08-10 19:39:15,2,false_positive_cleared,15.44,6195.72,False,3485,510
1302,220192,2024-08-10 21:35:05,2,false_positive_cleared,22.06,55.95,False,3288,342
1306,220452,2024-08-11 03:51:48,2,false_positive_cleared,9.36,181.17,False,3684,782
1309,220803,2024-08-11 12:58:31,0,false_positive_cleared,17.05,17.04,False,2859,120
1307,220838,2024-08-11 14:00:19,2,false_positive_cleared,5.75,8.87,False,3026,375
1308,220856,2024-08-11 14:26:59,2,false_positive_cleared,15.58,17.64,False,1730,306
1310,221108,2024-08-11 20:54:03,0,false_positive_cleared,12.28,326.87,False,4358,29
1311,221479,2024-08-12 05:18:32,2,false_positive_cleared,5.15,563.76,False,2049,151
1313,221981,2024-08-12 16:40:15,0,false_positive_cleared,9.71,47.88,False,3709,143
1312,222080,2024-08-12 19:02:57,2,false_positive_cleared,9.97,37.14,False,4887,168
1314,222276,2024-08-12 23:42:52,0,false_positive_cleared,5.72,29.29,False,5335,49
1315,222319,2024-08-13 00:36:54,2,false_positive_cleared,26.62,241.42,False,1030,694
1316,222320,2024-08-13 00:37:12,2,false_positive_cleared,6.75,1778.53,False,2865,578
1317,222397,2024-08-13 02:11:23,2,false_negative_cleared,6.54,208.04,True,4078,560
1318,222455,2024-08-13 03:39:52,2,confirmed_fraud,3.21,89.01,False,3888,315
1319,222583,2024-08-13 06:36:31,2,false_positive_cleared,16.14,241.85,False,146,204
1320,222638,2024-08-13 07:49:07,2,false_positive_cleared,11.39,41.34,False,3916,589
1326,222666,2024-08-13 08:23:05,0,false_positive_cleared,2.04,17.05,False,2602,312
1321,222691,2024-08-13 08:46:25,2,false_positive_cleared,5.78,8.39,False,4558,724
1322,222703,2024-08-13 09:03:43,2,false_positive_cleared,22.58,124.99,False,5268,167
1327,222808,2024-08-13 11:59:47,0,false_positive_cleared,29.95,75.65,False,847,81
1323,222963,2024-08-13 15:52:10,2,false_positive_cleared,4.46,33.79,False,5584,692
1325,223022,2024-08-13 17:07:21,2,false_positive_cleared,19.68,414.19,False,3475,541
1324,223153,2024-08-13 20:21:44,2,false_positive_cleared,0.32,2880.87,False,5692,768
1328,223326,2024-08-14 01:03:25,2,confirmed_fraud,21.81,190.42,True,3818,238
1336,223415,2024-08-14 03:19:57,0,false_positive_cleared,17.81,1119.12,False,959,71
1329,223482,2024-08-14 05:05:26,2,false_positive_cleared,11.04,1870.14,False,1850,660
1330,223513,2024-08-14 05:43:58,2,false_positive_cleared,7.97,4098.95,False,2951,477
1335,223543,2024-08-14 06:48:33,1,false_positive_cleared,1.88,255.14,False,4554,421
1337,223656,2024-08-14 09:36:21,0,false_positive_cleared,7.77,529.42,False,822,330
1338,223672,2024-08-14 10:00:50,0,confirmed_fraud,23.81,247.76,False,2999,720
1331,223681,2024-08-14 10:12:56,2,false_positive_cleared,6.36,7.82,False,5439,679
1334,223699,2024-08-14 10:40:47,2,confirmed_fraud,12.32,16.72,False,3807,346
1339,224062,2024-08-14 19:10:47,0,false_positive_cleared,0.78,82.0,False,930,466
1332,224178,2024-08-14 22:09:14,2,false_positive_cleared,4.84,1998.33,False,2919,51
1333,224205,2024-08-14 22:50:35,2,confirmed_fraud,8.0,518.91,False,797,300
1340,224374,2024-08-15 03:09:02,2,false_positive_cleared,7.05,6.45,False,2351,266
1341,224572,2024-08-15 08:12:00,2,false_positive_cleared,8.34,82.87,False,4895,327
1342,224591,2024-08-15 08:41:00,2,confirmed_fraud,27.12,160.66,True,406,460
1343,224650,2024-08-15 10:18:12,2,false_positive_cleared,1.37,192.07,False,3202,348
1344,224766,2024-08-15 13:05:14,2,confirmed_fraud,9.51,2429.33,True,4875,637
1347,225065,2024-08-15 19:53:57,1,false_positive_cleared,16.09,127.82,False,5174,310
1345,225123,2024-08-15 21:12:28,2,false_positive_cleared,8.59,784.01,False,2591,746
1346,225204,2024-08-15 22:54:40,2,false_positive_cleared,18.06,7.8,False,2351,293
1349,225239,2024-08-16 00:05:27,2,false_positive_cleared,7.6,7111.75,False,4699,367
1350,225447,2024-08-16 05:08:11,2,false_positive_cleared,24.05,2163.83,False,4909,487
1348,225478,2024-08-16 06:01:48,3,false_positive_cleared,4.48,2080.64,False,3052,537
1353,225634,2024-08-16 09:59:31,0,false_positive_cleared,3.14,77.8,False,3919,104
1351,225780,2024-08-16 13:13:29,2,false_positive_cleared,11.19,13.39,False,5980,75
1352,226205,2024-08-16 23:25:42,2,false_positive_cleared,13.17,129.25,False,797,500
1355,226323,2024-08-17 02:26:33,2,confirmed_fraud,19.66,49.71,False,527,104
1356,226567,2024-08-17 09:05:46,2,false_positive_cleared,5.3,197.32,False,5069,758
1357,226569,2024-08-17 09:07:27,2,false_positive_cleared,7.81,29.17,False,4486,590
1354,226676,2024-08-17 11:37:37,3,false_positive_cleared,17.78,29.31,False,2209,316
1358,226925,2024-08-17 18:30:42,2,false_positive_cleared,3.22,2079.4,False,4107,18
1359,227051,2024-08-17 21:56:18,2,false_positive_cleared,29.08,65.9,False,4048,542
1360,227067,2024-08-17 22:09:35,2,false_positive_cleared,6.56,17.83,False,5686,515
1361,227114,2024-08-17 23:14:04,1,false_positive_cleared,9.11,429.98,False,5899,128
1362,227186,2024-08-18 00:54:50,2,false_positive_cleared,3.95,10.46,False,250,340
1363,227271,2024-08-18 02:47:53,2,false_positive_cleared,22.98,190.44,False,2062,308
1364,227314,2024-08-18 03:38:36,2,false_positive_cleared,25.55,3441.56,False,2116,77
1365,227419,2024-08-18 05:51:41,2,false_positive_cleared,9.57,3232.06,False,4780,64
1366,228041,2024-08-18 20:48:25,2,false_positive_cleared,8.22,202.12,False,5443,283
1367,228094,2024-08-18 21:53:49,2,confirmed_fraud,19.6,8666.92,False,2102,720
1368,228127,2024-08-18 22:57:52,2,false_positive_cleared,10.85,1669.01,False,1454,100
1372,228210,2024-08-19 01:12:17,0,false_positive_cleared,10.43,26.67,False,2474,471
1369,228380,2024-08-19 04:31:39,2,confirmed_fraud,13.61,2648.91,True,3532,421
1373,228433,2024-08-19 05:28:51,0,false_positive_cleared,12.33,69.26,False,5848,751
1370,228633,2024-08-19 10:47:06,2,false_positive_cleared,1.0,113.03,False,147,390
1371,228762,2024-08-19 13:40:41,1,false_positive_cleared,3.98,20.61,False,1581,79
1374,229204,2024-08-20 00:25:26,2,confirmed_fraud,9.46,799.1,False,1752,38
1375,229462,2024-08-20 05:39:24,2,false_positive_cleared,17.38,608.42,False,2063,273
1376,229802,2024-08-20 13:26:15,2,confirmed_fraud,17.56,35.88,True,2288,723
1377,230032,2024-08-20 19:21:38,2,false_positive_cleared,4.06,635.53,False,5527,118
1378,230146,2024-08-20 22:01:14,2,false_positive_cleared,4.68,6137.71,False,5020,510
1379,230187,2024-08-20 23:05:42,2,false_positive_cleared,9.49,187.8,False,4983,390
1380,230437,2024-08-21 05:04:42,2,false_positive_cleared,30.9,34.65,False,4314,584
1384,230489,2024-08-21 06:10:51,0,false_positive_cleared,15.87,43.04,False,1349,628
1381,230779,2024-08-21 13:55:01,2,false_positive_cleared,3.81,113.1,False,5971,97
1382,231022,2024-08-21 20:06:46,2,false_positive_cleared,2.01,5.9,False,911,789
1383,231056,2024-08-21 20:54:21,2,false_positive_cleared,16.25,6.5,False,3907,541
1386,231267,2024-08-22 01:38:29,2,false_positive_cleared,6.33,200.28,False,2480,223
1387,231576,2024-08-22 08:56:27,2,false_positive_cleared,5.65,1929.68,False,866,536
1385,231651,2024-08-22 11:03:02,3,false_positive_cleared,12.58,1905.76,False,2863,679
1388,231731,2024-08-22 12:55:36,2,false_positive_cleared,5.17,3872.62,False,5004,426
1389,231983,2024-08-22 19:26:41,0,false_positive_cleared,6.69,30.06,False,1269,298
1390,232326,2024-08-23 02:50:51,2,false_positive_cleared,4.55,166.97,False,3009,628
1391,232356,2024-08-23 03:28:37,2,false_positive_cleared,33.05,807.31,False,2182,267
1392,232456,2024-08-23 05:45:24,2,false_positive_cleared,5.22,120.48,False,1279,730
1396,232463,2024-08-23 05:57:43,0,false_positive_cleared,14.58,20.64,False,1728,734
1393,232669,2024-08-23 11:30:03,2,confirmed_fraud,12.36,94.01,True,5162,177
1394,232696,2024-08-23 12:07:58,2,false_positive_cleared,12.85,1764.87,False,5411,403
1395,232865,2024-08-23 16:39:39,2,false_positive_cleared,2.98,1726.62,False,1199,99
1397,233230,2024-08-24 01:39:51,2,false_positive_cleared,2.35,42.3,False,3630,285
1398,233299,2024-08-24 03:30:53,2,false_positive_cleared,4.44,145.16,False,2371,247
1399,234001,2024-08-24 20:19:28,2,false_positive_cleared,28.2,1125.51,False,74,759
1400,234009,2024-08-24 20:30:22,2,false_positive_cleared,8.44,102.76,False,4718,202
1401,234054,2024-08-24 21:29:40,2,false_positive_cleared,11.74,308.81,False,1720,402
1402,234060,2024-08-24 21:37:50,2,false_positive_cleared,8.2,43.03,False,5718,248
1403,234076,2024-08-24 21:57:09,2,confirmed_fraud,12.06,36.85,True,1312,88
1404,234262,2024-08-25 02:27:10,2,false_positive_cleared,9.61,2220.0,False,4576,379
1405,234302,2024-08-25 03:25:17,2,false_positive_cleared,18.75,176.57,False,542,413
1406,234335,2024-08-25 04:05:53,2,false_positive_cleared,19.42,55.18,False,2965,537
1412,234380,2024-08-25 05:06:43,0,false_positive_cleared,6.99,105.12,False,2339,369
1407,234413,2024-08-25 05:59:38,2,false_positive_cleared,15.87,55.47,False,1811,557
1408,234604,2024-08-25 10:35:09,2,false_positive_cleared,10.24,7683.07,False,2509,304
1409,234698,2024-08-25 12:41:54,2,false_positive_cleared,12.95,2043.64,False,2928,753
1413,234810,2024-08-25 15:12:41,0,false_positive_cleared,22.2,33.27,False,490,247
1411,234944,2024-08-25 18:07:33,2,false_positive_cleared,10.9,1781.27,False,4381,172
1410,235136,2024-08-25 22:54:37,2,false_positive_cleared,10.78,65.0,False,1620,544
1414,235584,2024-08-26 09:16:14,2,false_positive_cleared,7.21,76.48,False,1447,412
