merchant_id,total_txns,total_value,fraud_txns,fraud_value,fraud_rate_pct,merchant_category,merchant_country,merchant_risk_score,merchant_age_days,is_high_risk_outlier
372,911,256871.74,6,600.03,0.6586,utilities,US,0.227,1622,True
373,910,286541.29,9,2198.4700000000003,0.989,money_transfer,US,5.254,2836,False
374,907,225824.84,2,924.85,0.2205,healthcare,US,0.149,2156,False
375,922,241654.08,5,5481.79,0.5423,home_improvement,US,0.476,2808,False
376,866,236878.33,10,5875.48,1.1547,jewelry,US,2.336,1521,False
377,803,210166.94,6,1954.65,0.7472,digital_goods,US,3.566,278,False
378,921,247386.48,4,1310.75,0.4343,gift_cards,AU,2.922,795,False
379,943,292740.43,6,6308.759999999999,0.6363,subscription,US,0.437,1023,False
380,918,292666.26,3,377.91999999999996,0.3268,healthcare,CA,0.154,2707,False
381,865,237324.31,12,1804.05,1.3873,jewelry,US,4.267,1976,False
382,855,241195.59,12,23325.510000000002,1.4035,electronics,GB,1.454,571,False
383,924,274129.34,4,3899.95,0.4329,subscription,US,0.472,412,False
384,856,277122.39,0,0.0,0.0,grocery,US,0.249,1368,False
385,856,264329.99,9,2611.87,1.0514,money_transfer,US,3.141,1654,False
386,950,251861.46,7,8229.14,0.7368,jewelry,US,1.869,1282,False
387,848,227715.91,8,1275.43,0.9434,gift_cards,US,3.76,1043,False
388,926,224126.72,5,426.76,0.54,healthcare,US,0.208,1857,False
389,947,268562.06,5,3994.3399999999997,0.528,gas_station,CA,0.395,2998,False
390,934,292191.46,10,2291.29,1.0707,gambling,US,3.738,2742,False
391,908,215145.29,3,935.14,0.3304,restaurant,US,0.448,625,False
392,890,261469.15,10,1379.82,1.1236,jewelry,US,3.741,2312,False
393,913,284337.55,2,232.47,0.2191,travel,US,1.475,358,False
394,966,301043.87,4,364.46999999999997,0.4141,clothing_retail,AU,0.665,263,False
395,817,234352.94,5,2848.52,0.612,utilities,US,0.092,1382,False
396,909,238595.76,5,3063.21,0.5501,grocery,US,0.318,854,False
397,909,271406.19,8,1084.47,0.8801,subscription,US,0.695,754,False
398,878,260714.75,15,4874.36,1.7084,gift_cards,US,2.998,1871,False
399,883,271962.43,6,514.84,0.6795,money_transfer,US,2.934,2432,False
400,934,235375.45,4,1059.65,0.4283,home_improvement,US,0.514,1633,False
401,885,222384.89,2,1328.82,0.226,utilities,US,0.119,81,False
402,881,286203.36,4,1428.8,0.454,grocery,US,0.302,2993,False
403,955,273908.2,8,5731.9,0.8377,travel,US,1.698,1967,False
404,837,249982.83,4,5379.95,0.4779,electronics,CA,1.746,1318,False
405,858,338584.6,5,3934.1200000000003,0.5828,grocery,US,0.301,1240,False
406,902,265837.02999999997,6,2156.79,0.6652,travel,US,1.674,2369,False
407,898,202766.1,11,4110.09,1.2249,digital_goods,US,3.444,2796,False
408,895,261912.86000000002,5,301.39000000000004,0.5587,restaurant,US,0.519,226,False
409,909,261209.99,7,1259.18,0.7701,money_transfer,AU,2.578,2743,False
410,947,213499.05,10,6418.73,1.056,clothing_retail,US,0.814,1324,False
411,911,237574.87,8,4211.3,0.8782,digital_goods,US,6.287,2407,True
412,879,242822.47,4,7890.08,0.4551,gift_cards,CA,3.509,153,False
413,935,296261.2,5,1687.51,0.5348,clothing_retail,US,1.452,1305,False
414,844,226934.45,7,2200.79,0.8294,gambling,US,2.574,1724,False
415,921,209044.33,7,476.98,0.76,gift_cards,GB,3.027,1296,False
416,907,258740.45,2,285.29999999999995,0.2205,grocery,US,0.24,211,False
417,882,216934.69,5,477.24,0.5669,gas_station,US,0.463,93,False
418,949,226099.05,1,150.82,0.1054,grocery,US,0.229,2621,False
419,903,237380.12,7,1473.16,0.7752,subscription,US,0.391,2785,False
420,960,257323.69,0,0.0,0.0,clothing_retail,US,0.32,2115,False
421,918,226405.46,2,2806.8599999999997,0.2179,travel,AU,0.984,2932,False
422,911,245077.88,11,1966.41,1.2075,travel,US,2.129,2732,True
423,888,233916.83,4,169.68,0.4505,travel,US,1.27,656,False
424,882,267769.71,4,325.37,0.4535,clothing_retail,US,0.564,1697,False
425,904,241608.4,9,1764.7999999999997,0.9956,clothing_retail,US,1.058,1434,False
426,896,227180.03,6,3011.1099999999997,0.6696,utilities,CA,0.109,2767,False
427,941,246550.69,6,555.58,0.6376,utilities,US,0.135,1748,False
428,894,225561.94,16,3538.66,1.7897,gift_cards,US,4.445,415,False
429,888,229472.67,12,2643.84,1.3514,money_transfer,US,6.096,1633,False
430,961,253185.95,1,736.51,0.1041,utilities,US,0.148,1540,False
431,920,247906.07,3,1782.76,0.3261,gas_station,US,0.351,1454,False
432,867,206072.45,8,2563.1,0.9227,gambling,CA,3.948,1093,False
433,901,244431.83,1,45.71,0.111,restaurant,US,0.455,1830,False
434,888,302258.4,18,40865.979999999996,2.027,digital_goods,US,4.284,1200,False
435,951,282490.35,12,3372.23,1.2618,travel,US,1.313,2374,False
436,919,242069.32,6,2421.54,0.6529,money_transfer,US,5.532,1013,False
437,895,244546.61,3,4112.23,0.3352,gambling,US,2.914,1260,False
438,892,265589.5,9,1056.3899999999999,1.009,subscription,US,0.634,373,False
439,877,231473.09,6,4928.82,0.6842,healthcare,US,0.261,251,False
440,912,254838.51,2,113.45,0.2193,grocery,US,0.265,1232,False
441,851,258788.57,8,5290.81,0.9401,digital_goods,US,3.119,848,False
442,891,281387.39,6,3734.1000000000004,0.6734,clothing_retail,US,0.381,2168,False
443,902,223359.75,8,1966.28,0.8869,electronics,US,2.184,384,False
444,920,308297.6,4,220.95,0.4348,jewelry,US,1.323,723,False
445,893,246647.57,4,614.52,0.4479,clothing_retail,DE,0.874,1823,False
446,950,223874.74,5,2134.88,0.5263,digital_goods,US,0.718,129,False
447,937,280091.69,4,4255.87,0.4269,gas_station,US,0.242,1541,False
448,907,276838.45,9,5782.99,0.9923,gambling,US,2.86,1964,False
449,905,360502.05,8,3887.01,0.884,travel,GB,1.337,474,False
450,923,221146.81,6,2603.24,0.6501,healthcare,CA,0.181,559,False
451,940,257387.37,7,1618.8,0.7447,electronics,CA,2.403,1039,False
452,902,246605.95,3,656.26,0.3326,utilities,US,0.145,207,False
453,958,265425.24,16,5043.03,1.6701,digital_goods,US,6.88,2741,False
454,964,249901.19,8,3994.71,0.8299,utilities,US,0.102,1992,False
455,887,262204.82,7,3000.11,0.7892,clothing_retail,US,1.059,2618,False
456,895,228357.6,2,1261.0200000000002,0.2235,restaurant,CA,0.287,1097,False
457,918,244303.75,5,965.37,0.5447,healthcare,US,0.161,1772,False
458,900,286817.66,5,1315.25,0.5556,clothing_retail,US,0.504,1346,False
459,856,256146.11000000002,8,21499.17,0.9346,gambling,US,2.679,80,False
460,892,226841.41,7,4002.8700000000003,0.7848,gift_cards,US,3.28,1227,False
461,883,274760.23,9,2574.02,1.0193,restaurant,US,0.607,2373,False
462,948,298611.52,8,1362.53,0.8439,gift_cards,CA,3.445,364,False
463,890,237845.57,9,5452.1900000000005,1.0112,electronics,CA,3.072,183,False
464,900,385689.78,5,1786.1100000000001,0.5556,electronics,US,3.093,118,False
465,904,266230.27,4,262.66999999999996,0.4425,restaurant,US,0.407,2748,False
466,933,249474.98,8,1753.67,0.8574,digital_goods,US,2.398,1461,False
467,891,238293.98,5,830.28,0.5612,gas_station,US,0.272,1759,False
468,889,237696.69,4,157.81,0.4499,healthcare,US,0.161,1927,False
469,893,246398.19,4,1502.97,0.4479,jewelry,US,1.592,785,False
470,921,285954.53,4,155.2,0.4343,grocery,US,0.221,1711,False
471,874,231098.64,2,55.96,0.2288,gambling,US,2.363,313,False
472,948,268661.55,3,800.03,0.3165,clothing_retail,GB,0.864,727,False
473,945,274223.08,3,59.06,0.3175,healthcare,US,0.225,2218,False
474,911,208884.6,2,871.29,0.2195,travel,US,1.93,2447,False
475,967,218212.46,4,1132.48,0.4137,utilities,US,0.117,425,False
476,990,268620.86,9,397.85,0.9091,jewelry,US,1.737,797,False
477,918,267295.91,4,630.39,0.4357,grocery,US,0.406,1413,False
478,885,230285.71,7,5062.85,0.791,money_transfer,US,2.023,1893,False
479,940,293429.86,10,2004.49,1.0638,jewelry,US,3.252,93,False
480,874,270962.02999999997,3,547.74,0.3432,utilities,US,0.074,1903,False
481,889,221983.23,2,291.74,0.225,gambling,US,1.118,2742,False
482,951,249145.39,9,3109.9399999999996,0.9464,electronics,US,2.238,2599,False
483,924,220729.29,6,1129.14,0.6494,home_improvement,DE,0.353,2324,False
484,906,222183.32,5,1498.3899999999999,0.5519,clothing_retail,US,1.12,1852,False
485,937,292753.75,4,871.02,0.4269,healthcare,CA,0.294,499,False
486,889,210819.15,4,1395.8500000000001,0.4499,subscription,US,0.404,1789,False
487,905,244358.72,7,2635.84,0.7735,gift_cards,US,5.517,1926,False
488,915,281302.95,8,4293.08,0.8743,gambling,US,1.318,707,False
489,858,271830.54,9,2671.12,1.049,electronics,US,2.168,1448,False
490,944,243400.32,10,933.6,1.0593,travel,CA,2.298,1558,False
491,894,260812.01,3,55.56,0.3356,home_improvement,GB,0.266,287,False
492,955,233402.04,17,2951.02,1.7801,digital_goods,US,5.819,535,False
493,901,232527.85,15,3242.2799999999997,1.6648,gambling,US,9.657,1413,True
494,904,307294.76,1,1150.23,0.1106,home_improvement,US,0.464,2576,False
495,838,201164.61000000002,18,5006.889999999999,2.148,money_transfer,US,5.599,1131,False
496,915,229015.33000000002,10,1663.25,1.0929,money_transfer,GB,4.137,2529,False
497,855,257802.99,2,1066.04,0.2339,restaurant,US,0.235,715,False
498,873,212113.84,7,3440.33,0.8018,utilities,US,0.05,622,False
499,915,240885.4,7,4832.64,0.765,gambling,US,1.895,2810,False
500,916,266021.69,7,512.86,0.7642,home_improvement,US,0.28,1401,False
501,900,211966.99,9,2904.01,1.0,electronics,US,1.232,704,False
502,950,252512.99,7,1827.3899999999999,0.7368,gambling,AU,2.174,2197,False
503,896,247604.69,5,803.85,0.558,grocery,US,0.096,2005,False
504,921,229176.0,4,965.46,0.4343,restaurant,US,0.248,332,False
505,868,273298.06,5,1645.1,0.576,restaurant,US,0.498,2920,False
506,911,273586.59,7,2724.8,0.7684,restaurant,US,0.607,386,False
507,940,239216.55,2,1174.2,0.2128,grocery,CA,0.224,90,False
508,933,256659.81,5,573.45,0.5359,grocery,US,0.395,2544,False
509,843,203783.94,5,485.75,0.5931,money_transfer,US,1.242,444,False
510,960,298634.73,2,85.19999999999999,0.2083,electronics,US,2.005,1454,False
511,932,239072.35,10,3397.57,1.073,digital_goods,US,4.016,2114,False
512,885,268567.13,2,291.48,0.226,clothing_retail,US,0.86,2203,False
513,890,281242.47,5,1029.54,0.5618,electronics,US,1.781,1660,False
514,929,263472.02,7,2429.64,0.7535,gas_station,US,0.18,534,False
515,921,256904.38999999998,13,3490.92,1.4115,gift_cards,US,6.39,2449,False
516,888,199733.26,5,431.01,0.5631,gas_station,US,1.087,2006,False
517,856,268156.69,3,3310.65,0.3505,subscription,US,0.794,1452,False
518,883,215554.68,9,2056.71,1.0193,healthcare,US,0.341,1850,False
519,884,256174.46,4,2918.7400000000002,0.4525,utilities,US,0.1,2749,False
520,949,267169.49,6,6774.6900000000005,0.6322,gas_station,US,0.678,2066,False
521,902,257473.78,3,362.51,0.3326,restaurant,US,0.56,659,False
522,841,220520.23,5,6770.0,0.5945,utilities,US,0.097,2553,False
523,938,264480.47000000003,5,5135.379999999999,0.533,home_improvement,US,0.287,1475,False
524,890,244532.25,10,3291.64,1.1236,grocery,US,0.426,2796,False
525,937,277379.22000000003,3,605.47,0.3202,travel,CA,2.756,2581,False
526,927,269569.98,6,873.62,0.6472,clothing_retail,US,1.15,2926,False
527,908,241806.82,6,4996.43,0.6608,gambling,US,3.209,433,False
528,871,220511.73,8,2623.34,0.9185,gift_cards,US,3.334,2863,False
529,914,308592.92,2,397.88,0.2188,grocery,US,0.341,1747,False
530,940,235795.43,6,905.79,0.6383,restaurant,US,0.16,2459,False
531,971,254704.68,11,11513.58,1.1329,gift_cards,US,2.875,1239,False
532,858,272989.29,12,1813.1899999999998,1.3986,money_transfer,US,3.21,2044,False
533,886,248070.19,6,11981.67,0.6772,gift_cards,US,1.851,1780,False
534,858,256213.71,9,5302.860000000001,1.049,gift_cards,US,4.574,783,False
535,892,238216.37,3,228.56,0.3363,jewelry,US,2.463,482,False
536,945,249862.44,3,659.99,0.3175,clothing_retail,US,0.246,2417,False
537,891,249113.47,4,734.1300000000001,0.4489,healthcare,US,0.22,1749,False
538,941,251311.25,8,1761.37,0.8502,jewelry,US,3.666,2333,False
539,930,224245.44,7,2832.5800000000004,0.7527,clothing_retail,GB,0.552,1770,False
540,876,223298.77,4,539.17,0.4566,home_improvement,US,0.265,582,False
541,870,266138.22000000003,9,2007.9,1.0345,money_transfer,US,2.09,1773,False
542,962,274010.25,13,4975.58,1.3514,money_transfer,AU,8.401,35,True
543,901,237642.86,5,239.12,0.5549,subscription,US,0.449,559,False
544,871,313209.82,3,8078.4,0.3444,gambling,US,1.555,1751,False
545,895,268876.96,5,4050.98,0.5587,grocery,US,0.574,1188,False
546,894,241670.13999999998,9,5748.63,1.0067,electronics,GB,1.953,2354,False
547,888,252839.72,4,850.92,0.4505,clothing_retail,US,0.568,1378,False
548,927,286862.91,6,7054.8099999999995,0.6472,electronics,US,3.516,2048,False
549,882,208997.4,6,693.6899999999999,0.6803,healthcare,US,0.223,1981,False
550,907,227211.29,4,1624.51,0.441,utilities,US,0.095,202,False
551,902,214783.69,8,3767.7700000000004,0.8869,digital_goods,US,2.728,2849,False
552,923,254832.51,7,1359.1,0.7584,gambling,AU,2.266,1265,False
553,970,299694.43,7,1779.62,0.7216,gas_station,US,0.473,273,False
554,897,253598.74,4,347.83000000000004,0.4459,healthcare,US,0.253,2012,False
555,906,263136.32,13,1667.3,1.4349,gift_cards,US,5.878,2846,False
556,927,223599.82,8,5030.96,0.863,money_transfer,US,2.81,2572,False
557,918,291252.96,6,1131.36,0.6536,restaurant,US,0.514,2580,False
558,899,238018.16,2,1738.73,0.2225,restaurant,US,0.222,612,False
559,876,252685.26,10,1367.09,1.1416,travel,US,1.592,1184,False
560,886,304159.25,12,15203.390000000001,1.3544,jewelry,US,4.526,1581,False
561,836,267332.29,2,416.23,0.2392,utilities,US,0.101,1692,False
562,872,254506.8,0,0.0,0.0,home_improvement,US,0.318,314,False
563,924,276309.49,3,236.79,0.3247,home_improvement,US,0.323,812,False
564,882,249186.28,7,1997.19,0.7937,gift_cards,GB,3.641,621,False
565,914,272324.0,5,1769.2199999999998,0.547,home_improvement,US,0.41,1502,False
566,953,266814.39,4,1221.55,0.4197,clothing_retail,US,0.595,761,False
567,919,258759.91,11,1132.8,1.197,travel,US,1.688,2454,False
568,920,258226.58,9,1428.81,0.9783,money_transfer,US,2.464,1524,False
569,899,261847.49,3,759.02,0.3337,restaurant,US,0.565,52,False
570,860,235017.76,6,3205.39,0.6977,gambling,GB,2.469,2402,False
571,891,234138.61000000002,5,446.37999999999994,0.5612,home_improvement,US,0.521,2677,False
572,887,222608.75,6,454.68,0.6764,digital_goods,US,3.498,934,False
573,860,231432.56,5,3495.7,0.5814,utilities,US,0.05,1607,False
574,900,266992.31,0,0.0,0.0,restaurant,AU,0.389,669,False
575,916,211544.91,1,2599.83,0.1092,utilities,US,0.054,1852,False
576,871,258436.92,2,45.94,0.2296,utilities,GB,0.05,1549,False
577,900,238244.09,4,972.3,0.4444,jewelry,US,2.003,1444,False
578,908,305717.74,6,5102.139999999999,0.6608,gas_station,AU,0.565,572,False
579,881,243765.48,0,0.0,0.0,home_improvement,US,0.216,753,False
580,922,277521.37,6,6323.62,0.6508,gambling,US,3.121,445,False
581,883,258199.71,7,314.46000000000004,0.7928,money_transfer,US,2.467,1152,False
582,946,327031.09,5,970.1500000000001,0.5285,gift_cards,US,3.083,30,False
583,851,249280.45,5,1400.86,0.5875,grocery,US,0.825,1521,False
584,919,274606.19,4,221.56,0.4353,money_transfer,US,3.083,1085,False
585,861,196186.63999999998,7,10848.9,0.813,clothing_retail,US,0.444,1298,False
586,899,260728.54,5,5135.870000000001,0.5562,restaurant,US,0.397,2350,False
587,902,278146.52,4,446.36,0.4435,jewelry,US,2.039,1766,False
588,929,279276.45,3,349.4,0.3229,clothing_retail,US,0.61,2873,False
589,900,305722.45,11,1182.58,1.2222,gift_cards,US,3.041,123,False
590,912,257451.32,8,2023.0700000000002,0.8772,gas_station,AU,0.464,171,False
591,921,235404.11000000002,6,4854.32,0.6515,restaurant,US,0.244,2149,False
592,848,222573.21,4,2207.29,0.4717,electronics,US,2.503,2490,False
593,956,197929.12,5,1337.17,0.523,grocery,CA,0.507,1655,False
594,872,244677.79,11,999.2100000000002,1.2615,gift_cards,US,2.585,1126,False
595,920,243240.13,2,148.87,0.2174,restaurant,US,0.46,2740,False
596,895,262351.53,2,14.91,0.2235,travel,US,0.574,844,False
597,877,239751.52,2,61.769999999999996,0.2281,clothing_retail,US,0.695,1497,False
598,889,227955.9,4,4732.7699999999995,0.4499,healthcare,US,0.432,2931,False
599,900,267482.32,5,686.29,0.5556,gambling,AU,3.856,139,False
600,932,289136.61,5,14225.34,0.5365,travel,US,1.383,2409,False
601,866,255418.05,8,3784.1800000000003,0.9238,gas_station,US,0.491,2441,False
602,903,231325.23,5,784.61,0.5537,clothing_retail,US,0.621,1506,False
603,873,266059.8,7,634.53,0.8018,clothing_retail,CA,0.828,2826,False
604,868,178924.2,4,596.71,0.4608,travel,US,1.962,543,False
605,913,227083.84,5,842.6600000000001,0.5476,gift_cards,US,2.455,1852,False
606,908,231954.78,8,713.4300000000001,0.8811,healthcare,GB,0.27,2617,False
607,946,285408.06,5,693.94,0.5285,healthcare,US,0.492,1165,True
608,895,244033.29,3,232.68,0.3352,gambling,US,2.351,809,False
609,871,250052.63,3,877.4399999999999,0.3444,gas_station,GB,0.321,1659,False
610,867,235509.57,10,5495.04,1.1534,gift_cards,US,3.199,1674,False
611,867,243180.0,7,1961.3,0.8074,home_improvement,US,0.414,2609,False
612,863,245607.41,6,3093.33,0.6952,gambling,US,3.281,1056,False
613,913,259991.99,3,156.63,0.3286,healthcare,US,0.226,279,False
614,919,234117.94,5,740.99,0.5441,grocery,US,0.401,2506,False
615,974,282722.71,4,955.96,0.4107,healthcare,CA,0.46,195,False
616,893,271216.58,5,1024.56,0.5599,grocery,US,0.402,573,False
617,895,250595.07,6,1225.37,0.6704,digital_goods,US,1.135,2505,False
618,919,319653.67,4,354.97,0.4353,electronics,US,1.63,2200,False
619,940,217575.24,7,1804.67,0.7447,gift_cards,US,2.958,529,False
620,955,248710.12,5,837.5699999999999,0.5236,gambling,US,1.486,381,False
621,915,281084.72000000003,5,1837.45,0.5464,utilities,US,0.139,2121,False
622,939,243905.4,7,2219.58,0.7455,clothing_retail,US,1.432,1899,False
623,936,235243.4,5,680.2,0.5342,electronics,US,1.273,2745,False
624,872,214454.49,7,770.11,0.8028,gambling,DE,4.641,1475,False
625,897,251815.2,10,3345.05,1.1148,electronics,US,2.765,745,False
626,872,233562.21,2,54.9,0.2294,utilities,US,0.112,181,False
627,878,243131.49,2,42.76,0.2278,subscription,US,0.836,2810,False
628,889,228524.53,7,2455.4300000000003,0.7874,grocery,GB,0.221,332,False
629,921,290365.18,15,4068.62,1.6287,gift_cards,US,4.754,2434,False
630,887,238479.72,4,341.78,0.451,healthcare,US,0.332,1884,False
631,868,230933.63,6,1624.88,0.6912,travel,US,1.573,2063,False
632,935,226486.33,2,700.25,0.2139,home_improvement,US,0.452,1858,False
633,897,238218.17,3,279.82,0.3344,digital_goods,GB,1.82,1614,False
634,930,236845.61,10,1226.07,1.0753,money_transfer,US,5.111,2020,False
635,935,265739.9,4,1312.62,0.4278,gift_cards,US,3.017,691,False
636,970,284320.27,7,1039.65,0.7216,money_transfer,US,3.314,2856,False
637,855,263759.16,8,3711.93,0.9357,electronics,US,2.626,1760,False
638,910,253333.21,3,655.78,0.3297,grocery,US,0.267,627,False
639,881,256529.15,1,396.68,0.1135,subscription,US,0.452,166,False
640,927,262348.29,10,3095.2699999999995,1.0787,digital_goods,US,3.863,2216,False
641,853,227304.19,5,386.78999999999996,0.5862,subscription,GB,0.328,1250,False
642,927,267840.71,7,635.09,0.7551,gambling,US,3.746,2383,False
643,886,204717.6,5,1596.1100000000001,0.5643,gambling,CA,1.711,1937,False
644,927,276854.79,8,1781.3600000000001,0.863,gift_cards,US,1.454,2844,False
645,917,235303.63,6,1163.25,0.6543,home_improvement,US,0.52,2668,False
646,888,245016.58,8,9928.39,0.9009,gambling,US,3.188,2255,False
647,884,228514.27,7,8450.24,0.7919,electronics,US,1.398,609,False
648,890,231974.89,2,870.1,0.2247,healthcare,US,0.126,2092,False
649,896,243036.32,5,267.97,0.558,clothing_retail,US,0.801,154,False
650,845,287528.73,5,5439.89,0.5917,gas_station,US,0.415,589,False
651,884,232001.89,2,760.35,0.2262,utilities,US,0.137,40,False
652,894,261405.9,5,915.79,0.5593,gas_station,US,0.397,2665,False
653,892,247358.09,6,2347.28,0.6726,grocery,US,0.253,2452,False
654,890,237933.9,7,799.32,0.7865,clothing_retail,US,1.091,1059,False
655,905,237358.56,4,683.9399999999999,0.442,gambling,US,1.856,1104,False
656,915,240324.74,7,525.68,0.765,restaurant,US,0.223,959,False
657,938,265896.23,7,3820.7799999999997,0.7463,gift_cards,US,2.064,375,False
658,924,243690.42,1,460.76,0.1082,home_improvement,US,0.441,929,False
659,917,235860.56,6,3806.9100000000003,0.6543,electronics,US,3.866,2418,False
660,907,207420.26,2,2754.94,0.2205,healthcare,US,0.213,356,False
661,924,264264.32,10,2216.88,1.0823,gift_cards,US,8.311,326,True
662,895,265865.1,7,622.4300000000001,0.7821,money_transfer,US,2.512,728,False
663,919,249142.95,3,122.5,0.3264,healthcare,CA,0.236,1685,False
664,851,251817.8,3,949.13,0.3525,clothing_retail,US,0.35,2712,False
665,872,319921.15,4,178.48,0.4587,home_improvement,US,0.188,1952,False
666,862,237970.48,5,3108.12,0.58,travel,US,1.406,977,False
667,914,212688.5,3,99.27000000000001,0.3282,home_improvement,AU,0.57,2708,False
668,875,237509.43,3,2336.27,0.3429,travel,US,1.871,1480,False
669,925,237309.17,6,10062.220000000001,0.6486,gas_station,US,0.574,1316,False
670,905,278862.77,11,2163.97,1.2155,gambling,US,4.52,2874,False
671,932,235970.83,8,12374.099999999999,0.8584,jewelry,US,2.04,2046,False
672,932,272559.79,2,58.07,0.2146,grocery,US,0.258,1701,False
673,875,252963.76,1,23.36,0.1143,utilities,CA,0.098,73,False
674,924,245802.32,4,1385.62,0.4329,electronics,US,2.026,733,False
675,916,226001.78,7,974.4,0.7642,subscription,US,2.845,1574,False
676,853,269050.05,0,0.0,0.0,subscription,US,0.555,1811,False
677,894,222549.2,7,1103.77,0.783,gift_cards,US,3.223,1347,False
678,940,291876.72,10,22770.54,1.0638,gambling,US,5.61,1369,False
679,869,243528.28,0,0.0,0.0,gas_station,US,0.624,912,False
680,873,252141.37,6,1396.56,0.6873,digital_goods,US,1.277,45,False
681,949,252905.12,9,3570.74,0.9484,gambling,US,5.569,2761,False
682,856,205183.07,1,6.23,0.1168,utilities,US,0.114,379,False
683,958,275162.71,8,3558.96,0.8351,restaurant,US,0.129,1987,False
684,885,192103.86,9,1834.89,1.0169,digital_goods,US,2.124,1980,False
685,915,241458.72,1,219.08,0.1093,subscription,US,0.45,1709,False
686,883,206905.06,6,816.4200000000001,0.6795,home_improvement,US,0.331,2064,False
687,934,268787.69,7,1121.52,0.7495,electronics,US,1.775,419,False
688,902,221055.72,5,1130.93,0.5543,travel,US,1.736,1115,False
689,912,242705.76,7,1676.4900000000002,0.7675,gift_cards,US,4.98,2051,False
690,928,254453.59,4,5312.3,0.431,grocery,US,0.505,1754,False
691,839,231521.9,9,6429.61,1.0727,digital_goods,US,4.746,1388,False
692,914,237044.73,7,448.03999999999996,0.7659,gift_cards,US,2.769,749,False
693,898,266407.68,4,5973.1,0.4454,restaurant,US,0.173,2110,False
694,917,261412.01,6,7946.2699999999995,0.6543,jewelry,AU,3.015,74,True
695,915,249958.49,8,2836.43,0.8743,digital_goods,US,3.407,2216,False
696,884,211892.43,4,2263.6200000000003,0.4525,subscription,AU,0.586,2435,False
697,935,249891.63,7,4292.07,0.7487,digital_goods,US,4.55,2475,False
698,874,269185.61,0,0.0,0.0,healthcare,US,0.241,1621,False
699,962,259167.75,2,591.0799999999999,0.2079,clothing_retail,US,0.347,1352,False
700,939,253610.74,10,1842.6100000000001,1.065,home_improvement,US,0.314,557,False
701,949,289359.65,6,9135.17,0.6322,electronics,US,2.136,2634,False
702,954,231012.74,11,4245.88,1.153,travel,US,0.833,2163,False
703,828,183002.82,3,215.32,0.3623,gambling,US,5.112,1115,False
704,881,244888.94,9,1843.11,1.0216,jewelry,US,1.845,1118,False
705,893,221303.44,7,1766.6200000000001,0.7839,subscription,US,0.528,2000,False
706,855,217344.91,4,1409.38,0.4678,money_transfer,US,1.842,647,False
707,877,254776.66,4,2846.8,0.4561,healthcare,US,0.452,1094,False
708,878,217859.21,4,1234.64,0.4556,gas_station,US,0.462,1846,False
709,866,237083.72,9,7484.58,1.0393,electronics,US,2.022,2680,False
710,898,230939.97,2,164.26000000000002,0.2227,restaurant,US,0.294,2682,False
711,900,211395.76,2,38.57,0.2222,subscription,GB,0.512,1289,False
712,933,230947.07,6,1927.4500000000003,0.6431,home_improvement,US,0.452,1629,False
713,897,252864.3,4,681.35,0.4459,travel,US,1.546,653,False
714,905,262768.51,2,190.51000000000002,0.221,grocery,US,0.378,528,False
715,926,233862.04,1,4.22,0.108,healthcare,US,0.3,2951,False
716,896,290000.03,5,12347.15,0.558,clothing_retail,US,0.924,128,False
717,865,215236.85,3,190.8,0.3468,clothing_retail,CA,0.871,924,False
718,900,241838.37,5,1444.94,0.5556,money_transfer,US,2.69,1894,False
719,881,210690.9,4,9321.98,0.454,home_improvement,US,0.365,2729,False
720,872,264335.51,2,2537.38,0.2294,grocery,US,0.184,2253,False
721,872,214280.16,3,777.03,0.344,home_improvement,US,0.328,2522,False
722,882,262482.19,3,779.76,0.3401,subscription,CA,0.712,100,False
723,940,290121.57,7,931.95,0.7447,jewelry,US,2.583,1626,False
724,899,260610.6,19,11490.05,2.1135,electronics,US,7.271,1174,True
725,932,289424.03,1,234.95,0.1073,clothing_retail,US,1.261,875,False
726,846,267634.81,3,1567.7600000000002,0.3546,travel,US,0.769,1696,False
727,923,255135.38,6,5501.5199999999995,0.6501,gift_cards,US,1.422,236,False
728,912,300781.71,4,1050.47,0.4386,utilities,US,0.09,891,False
729,899,296874.82,5,659.8199999999999,0.5562,electronics,US,3.247,781,False
730,824,186385.27,3,1067.16,0.3641,home_improvement,US,0.712,1057,False
731,879,209486.88,2,2337.8,0.2275,restaurant,US,0.433,2665,False
732,930,231660.86,2,143.62,0.2151,utilities,US,0.089,1896,False
733,912,202043.65,4,117.26,0.4386,grocery,US,0.333,871,False
734,939,227772.15,8,1018.96,0.852,digital_goods,CA,3.914,2582,False
735,889,270363.88,4,763.24,0.4499,travel,US,0.952,722,False
736,891,228900.83000000002,4,736.28,0.4489,grocery,US,0.239,2868,False
737,946,298165.92,12,1614.3300000000002,1.2685,electronics,US,6.542,199,True
738,834,215838.53,4,1157.1000000000001,0.4796,gas_station,US,0.782,2707,False
739,924,228482.36,10,5593.4,1.0823,gift_cards,US,4.19,1566,False
740,908,295351.13,5,2339.19,0.5507,jewelry,US,1.0,739,False
741,891,211372.05,5,2315.91,0.5612,restaurant,US,0.559,1648,False
742,866,245148.08000000002,8,1428.69,0.9238,gambling,US,2.784,2384,False
743,862,186243.66,7,3197.17,0.8121,electronics,US,2.322,2072,False
744,861,201659.39,8,2103.16,0.9292,travel,US,1.193,2961,False
